filename,tau,delta_p,dP_L,v,mu,rho,d,phi,f,Re_p,f_ergun,steps,converged,stalled,one_minus_phi
ergun_inertial_phi0.150_d10_Re1.1e+04,,,1415316.2763113095,181.4519903449605,0.1666567055,1.0,10,0.15,429.86296355477134,10887.770150056189,443.6900233457694,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re1.4e+04,,,2150213.911747451,226.3782062779217,0.1666567055,1.0,10,0.15,419.57773918168544,13583.504221972136,443.1047191800576,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re1.7e+04,,,3571618.689766793,279.6117511006728,0.1666567055,1.0,10,0.15,456.8296128737179,16777.707819303603,442.6546560059814,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re2.2e+04,,,6639602.550250226,375.1649796640585,0.1666567055,1.0,10,0.15,471.7343483162143,22511.24420937617,442.1671883778615,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re2.8e+04,,,10058823.02979911,457.369310948933,0.1666567055,1.0,10,0.15,480.85388192672895,27443.798890464263,441.910808749156,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re3.6e+04,,,16552792.002489273,588.5760735309855,0.1666567055,1.0,10,0.15,477.82190015939176,35316.675183584826,441.6499744368401,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re4.5e+04,,,23530651.35152346,743.6293304275339,0.1666567055,1.0,10,0.15,425.52093054571714,44620.4266546919,441.46039121292506,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re5.7e+04,,,43104623.55425306,963.158794026726,0.1666567055,1.0,10,0.15,464.65227523335136,57792.9817547441,441.2963637616706,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re7.3e+04,,,63661964.81646979,1218.9601977654545,0.1666567055,1.0,10,0.15,428.4508297541829,73141.98334284572,441.1797650827605,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re9.2e+04,,,89916017.03885216,1478.6503966500782,0.1666567055,1.0,10,0.15,411.25013423101126,88724.32658583175,441.102660772673,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re1.2e+05,,,182228264.0527919,1983.0683410469976,0.1666567055,1.0,10,0.15,463.3832972806139,118991.21221060006,441.0106019390138,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re1.5e+05,,,254249105.07687595,2466.584615562662,0.1666567055,1.0,10,0.15,417.8952127958434,148003.92268420677,440.9577019572326,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re1.9e+05,,,431183609.6552143,3228.937085178198,0.1666567055,1.0,10,0.15,413.56433395871807,193747.80483574347,440.9064773855422,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re2.4e+05,,,694206633.7870297,3906.993520924096,0.1666567055,1.0,10,0.15,454.7821153524295,234433.62264977067,440.8777138879718,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re3.0e+05,,,1007427650.100818,4734.397256999237,0.1666567055,1.0,10,0.15,449.4531970969075,284080.8140779692,440.8537758684925,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re3.9e+05,,,1768246592.5765662,6316.137658116904,0.1666567055,1.0,10,0.15,443.2407248048884,378990.9106367703,440.8254686595639,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re4.9e+05,,,2948629300.793634,8137.51237686047,0.1666567055,1.0,10,0.15,445.2837562964925,488279.9256379437,440.8065044746669,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re6.2e+05,,,4739213666.047485,10567.457062479596,0.1666567055,1.0,10,0.15,424.390159710896,634085.3211261635,440.79138236583645,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re7.9e+05,,,8585490460.201474,13705.290836789354,0.1666567055,1.0,10,0.15,457.0761892584472,822366.6005919788,440.7797879382899,0,True,False,0.85
ergun_inertial_phi0.150_d10_Re1.0e+06,,,13650232158.922949,17092.895816241362,0.1666567055,1.0,10,0.15,467.2063606172396,1025635.0481044016,440.77204925654326,0,True,False,0.85
ergun_inertial_phi0.214_d6_Re1.0e+03,,,21152.74979306824,28.44021652751417,0.1666567055,1.0,6,0.2136363636363636,156.91060092799486,1023.9089909591728,150.42615334155988,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re1.3e+03,,,28783.185572951057,35.32683374670878,0.1666567055,1.0,6,0.2136363636363636,138.3823428755745,1271.842029064067,148.61501157700948,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re1.6e+03,,,46802.76821235806,44.545989816846905,0.1666567055,1.0,6,0.2136363636363636,141.5160064055872,1603.751484821482,147.06704366629648,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re2.0e+03,,,72904.63689183726,54.38507134372773,0.1666567055,1.0,6,0.2136363636363636,147.8927881190862,1957.97959094041,145.99391855528947,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re2.6e+03,,,114966.50218824904,70.80388837193978,0.1666567055,1.0,6,0.2136363636363636,137.59680550507557,2549.092332991298,144.8672681789383,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re3.3e+03,,,191004.93013537108,88.57758448489245,0.1666567055,1.0,6,0.2136363636363636,146.0656722514903,3188.9836374411875,144.11844216497644,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re4.2e+03,,,350873.8989966386,117.22878790748972,0.1666567055,1.0,6,0.2136363636363636,153.1911809159687,4220.48861061242,143.3893727578145,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re5.3e+03,,,543071.0187564979,147.1052529389304,0.1666567055,1.0,6,0.2136363636363636,150.57452965826,5296.105638147169,142.9315990248248,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re6.7e+03,,,954267.2900426922,194.7724939423475,0.1666567055,1.0,6,0.2136363636363636,150.92668652899613,7012.228881808089,142.49200849924563,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re8.5e+03,,,1229166.694193816,220.7439815829506,0.1666567055,1.0,6,0.2136363636363636,151.350650183948,7947.258320774279,142.3323969018432,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re1.1e+04,,,2231070.4044176103,303.7939729062856,0.1666567055,1.0,6,0.2136363636363636,145.04615434328693,10937.236710452757,142.00516496675988,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re1.4e+04,,,3587374.1426024386,385.8684202332775,0.1666567055,1.0,6,0.2136363636363636,144.56043612700466,13892.09341714525,141.82016413083352,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re1.7e+04,,,5543394.806093445,488.8914558207092,0.1666567055,1.0,6,0.2136363636363636,139.15607361147724,17601.144377141518,141.67586398426036,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re2.2e+04,,,7906137.48356137,580.3941637740553,0.1666567055,1.0,6,0.2136363636363636,140.82168586883884,20895.43875355397,141.590655551544,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re2.8e+04,,,14419774.479206689,761.159574811258,0.1666567055,1.0,6,0.2136363636363636,149.3338592982706,27403.382511167834,141.4825368812601,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re3.6e+04,,,22771530.215768944,980.9195470096842,0.1666567055,1.0,6,0.2136363636363636,141.99618885100918,35315.214376766286,141.40476482135446,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re4.5e+04,,,34404052.908033855,1223.9807299048805,0.1666567055,1.0,6,0.2136363636363636,137.7880951913692,44065.939965609614,141.35127246216797,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re5.7e+04,,,55465675.89396437,1592.729299359671,0.1666567055,1.0,6,0.2136363636363636,131.18724791583602,57341.6819172513,141.3012922714778,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re7.3e+04,,,97475593.29037918,2040.131136347656,0.1666567055,1.0,6,0.2136363636363636,140.51767956235366,73449.1107415173,141.26491066903031,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re9.2e+04,,,128001914.26481362,2475.9406851792005,0.1666567055,1.0,6,0.2136363636363636,125.28158589528344,89139.19224855433,141.2421134151592,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re1.2e+05,,,253461298.30676568,3306.142211620787,0.1666567055,1.0,6,0.2136363636363636,139.1296986396318,119028.23357878464,141.2153151996713,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re1.5e+05,,,384517811.07614166,4066.117675685711,0.1666567055,1.0,6,0.2136363636363636,139.54292603556362,146388.98555518527,141.200377551996,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re1.9e+05,,,719366932.3496671,5536.052184682456,0.1666567055,1.0,6,0.2136363636363636,140.8320075793061,199309.79079683495,141.18312306777912,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re2.4e+05,,,971708652.589962,6669.763501510079,0.1666567055,1.0,6,0.2136363636363636,131.05887950789716,240125.837655302,141.17501017033567,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re3.0e+05,,,1937695326.9889925,8869.376087777886,0.1666567055,1.0,6,0.2136363636363636,147.79188929672446,319316.623756656,141.16518530051096,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re3.9e+05,,,2885041781.0199165,11060.61705541041,0.1666567055,1.0,6,0.2136363636363636,141.49615702615105,398206.013573588,141.15928326489015,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re4.9e+05,,,4678829303.914853,13972.356496945897,0.1666567055,1.0,6,0.2136363636363636,143.79677163860256,503034.89877684746,141.15430488986297,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re6.2e+05,,,7206997883.529045,17569.69122902313,0.1666567055,1.0,6,0.2136363636363636,140.0804042628419,632546.6896628338,141.1504329270467,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re7.9e+05,,,10861886214.79308,20942.09975823873,0.1666567055,1.0,6,0.2136363636363636,148.59905626652122,753960.6532629579,141.14801111776092,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d6_Re1.0e+06,,,15967175472.505182,26209.653120973613,0.1666567055,1.0,6,0.2136363636363636,139.4622931776372,943603.9087298632,141.14547533782633,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re1.0e+03,,,3924.6752817926745,16.563728479151333,0.1666567055,1.0,10,0.2136363636363636,143.04988883513613,993.883110160925,150.7068334667375,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re1.3e+03,,,6821.525163774233,21.54067697474901,0.1666567055,1.0,10,0.2136363636363636,147.01538629309945,1292.5178684003813,148.49536342564315,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re1.6e+03,,,10592.971324851578,26.48667599737874,0.1666567055,1.0,10,0.2136363636363636,150.99510855289785,1589.295547269698,147.12099685258104,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re2.0e+03,,,17620.08989148854,33.57054180581041,0.1666567055,1.0,10,0.2136363636363636,156.34767186436108,2014.352900178409,145.85794877894764,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re2.6e+03,,,26962.2099072703,43.671181915975374,0.1666567055,1.0,10,0.2136363636363636,141.37271347470758,2620.427530050711,144.7656763643811,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re3.3e+03,,,36143.78970344942,51.72883113033057,0.1666567055,1.0,10,0.2136363636363636,135.07294110921214,3103.9153795303223,144.200197847351,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re4.2e+03,,,73895.11778005541,71.89067906872839,0.1666567055,1.0,10,0.2136363636363636,142.97844644517212,4313.698560945595,143.34066901664892,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re5.3e+03,,,118959.49993078192,87.55318184747689,0.1666567055,1.0,10,0.2136363636363636,155.18697308119263,5253.504897075797,142.94616447613663,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re6.7e+03,,,160995.9481202843,107.81956481732678,0.1666567055,1.0,10,0.2136363636363636,138.490440564562,6469.560555265312,142.60580166535718,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re8.5e+03,,,287895.1018774897,140.18450372806288,0.1666567055,1.0,10,0.2136363636363636,146.49886466544967,8411.572958164763,142.26632293191457,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re1.1e+04,,,430909.5551328167,176.8725595993497,0.1666567055,1.0,10,0.2136363636363636,137.741625216787,10612.98788240775,142.0317382800376,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re1.4e+04,,,700462.4835459905,218.19289323780475,0.1666567055,1.0,10,0.2136363636363636,147.13082747385482,13092.356085114425,141.8619928376512,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re1.7e+04,,,1225569.0404031512,297.64950110365675,0.1666567055,1.0,10,0.2136363636363636,138.33353133716892,17860.03750708109,141.66802951057062,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re2.2e+04,,,1821538.121751619,370.4917209925632,0.1666567055,1.0,10,0.2136363636363636,132.70315533317807,22230.83192968573,141.5633082477605,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re2.8e+04,,,3224906.0195509247,461.26603725866926,0.1666567055,1.0,10,0.2136363636363636,151.57029819362066,27677.61644362214,141.47909733698458,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re3.6e+04,,,5639663.184032543,596.0948140771957,0.1666567055,1.0,10,0.2136363636363636,158.7166470968995,35767.826580322966,141.40135615547288,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re4.5e+04,,,7877296.673955796,735.7647923513828,0.1666567055,1.0,10,0.2136363636363636,145.51212990769474,44148.52616604633,141.35086863009352,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re5.7e+04,,,13128891.886252318,950.3777692268884,0.1666567055,1.0,10,0.2136363636363636,145.3568604498557,57026.07443100382,141.30221042639536,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re7.3e+04,,,20204464.13498708,1212.8240554266445,0.1666567055,1.0,10,0.2136363636363636,137.35729575431344,72773.79279687276,141.26611254405452,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re9.2e+04,,,37034904.54672381,1499.8091491075024,0.1666567055,1.0,10,0.2136363636363636,164.64146905967257,89993.92761352182,141.24109982509373,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re1.2e+05,,,48490442.65504924,1948.8597834464588,0.1666567055,1.0,10,0.2136363636363636,127.67179413234366,116938.57607466378,141.2167433696295,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re1.5e+05,,,86324121.42675588,2431.006250681162,0.1666567055,1.0,10,0.2136363636363636,146.06965917679727,145869.09319896292,141.20060916040336,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re1.9e+05,,,145102779.93417948,3098.63437335327,0.1666567055,1.0,10,0.2136363636363636,151.12456522895891,185929.17483018828,141.18655795516796,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re2.4e+05,,,237046185.0467505,4113.326830053545,0.1666567055,1.0,10,0.2136363636363636,140.10270925877813,246814.36115713595,141.17393659256402,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re3.0e+05,,,334790111.86576504,4993.775216895724,0.1666567055,1.0,10,0.2136363636363636,134.25010779087287,299644.42186190485,141.16714116075565,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re3.9e+05,,,519450814.52410686,6293.756562093999,0.1666567055,1.0,10,0.2136363636363636,131.13679045116425,377647.9646115408,141.16058373239773,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re4.9e+05,,,1092886208.942929,8456.094830040736,0.1666567055,1.0,10,0.2136363636363636,152.83937613607168,507396.01534009306,141.1541423480503,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re6.2e+05,,,1321738118.7233596,9966.902863136838,0.1666567055,1.0,10,0.2136363636363636,133.05308964516848,598049.9154375062,141.15130041017727,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re7.9e+05,,,2086464575.2986407,12454.688450182695,0.1666567055,1.0,10,0.2136363636363636,134.50712156794893,747325.9724423566,141.1481231321589,0,True,False,0.7863636363636364
ergun_inertial_phi0.214_d10_Re1.0e+06,,,3073020706.0077395,15182.764104098558,0.1666567055,1.0,10,0.2136363636363636,133.3103282294775,911020.2951958964,141.14583591151694,0,True,False,0.7863636363636364
ergun_inertial_phi0.277_d6_Re1.0e+03,,,8588.290042092232,28.87811476673951,0.1666567055,1.0,6,0.2772727272727272,61.790296226012416,1039.6742698147063,62.867539141368034,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re1.3e+03,,,13219.596470448683,36.16213426803702,0.1666567055,1.0,6,0.2772727272727272,60.65426440550572,1301.9146451819313,62.1554433271892,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re1.6e+03,,,23016.885570129147,47.15280538407902,0.1666567055,1.0,6,0.2772727272727272,62.11303293937761,1697.6024544327386,61.49740248894456,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re2.0e+03,,,36455.38118941355,56.10987806752127,0.1666567055,1.0,6,0.2772727272727272,69.47591005173224,2020.0763443336373,61.15177405587037,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re2.6e+03,,,48467.252946724206,71.32424043099081,0.1666567055,1.0,6,0.2772727272727272,57.16435991945421,2567.8261267797884,60.7636527348204,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re3.3e+03,,,85003.28432762166,91.9482722967018,0.1666567055,1.0,6,0.2772727272727272,60.325344398498295,3310.3356515121486,60.44259505128594,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re4.2e+03,,,137350.83675461466,119.74411077030253,0.1666567055,1.0,6,0.2772727272727272,57.47437184747422,4311.045645996015,60.18486072239099,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re5.3e+03,,,237232.159700867,150.76273127686022,0.1666567055,1.0,6,0.2772727272727272,62.62342546154187,5427.782728257288,60.00944660402296,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re6.7e+03,,,337182.5731335042,183.04529138909697,0.1666567055,1.0,6,0.2772727272727272,60.38085349703174,6590.024355993176,59.89001874811508,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re8.5e+03,,,598499.6998240764,231.14382460130244,0.1666567055,1.0,6,0.2772727272727272,67.21258477718426,8321.675047199435,59.77395911286816,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re1.1e+04,,,842931.8019370409,294.4287280633515,0.1666567055,1.0,6,0.2772727272727272,58.34227014655612,10600.067744529542,59.67902378172663,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re1.4e+04,,,1333745.5836911232,369.5863724224167,0.1666567055,1.0,6,0.2772727272727272,58.58579750141768,13305.904661210889,59.60851109658549,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re1.7e+04,,,2417138.135540519,484.1437107545168,0.1666567055,1.0,6,0.2772727272727272,61.87342138236709,17430.21533884276,59.5431494632814,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re2.2e+04,,,3576292.271226428,603.3164941810458,0.1666567055,1.0,6,0.2772727272727272,58.95136385335359,21720.691971114684,59.50149631665488,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re2.8e+04,,,5310754.133913962,747.2952100871516,0.1666567055,1.0,6,0.2772727272727272,57.05885455757596,26904.23554858349,59.46889380010231,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re3.6e+04,,,12051639.429702563,1074.7331389715202,0.1666567055,1.0,6,0.2772727272727272,62.603137476169856,38692.705549907325,59.42727147173472,0,True,False,0.7227272727272728
ergun_inertial_phi0.277_d6_Re4.5e+04,,,13932634.616232287,1226.4868926190984,0.1666567055,1.0,6,0.2772727272727272,55.57233891806879,44156.167215933536,59.41551800138701,0,True,False,0.7227272727272728
