Re_p,phi,f,regime_true,cluster
2240.234639653705,0.15,438.643540178002,inertial,2
3652.384122409117,0.15,473.3243806779904,inertial,2
5818.481147905593,0.15,433.3840564426945,inertial,2
8884.38080814978,0.15,414.2824335251322,inertial,2
14998.26065911511,0.15,465.349348362444,inertial,2
23482.308476422717,0.15,418.9855391859908,inertial,2
38694.20321123346,0.15,414.1872809489837,inertial,2
58934.63128490088,0.15,455.2028659292497,inertial,2
89894.70894020642,0.15,449.7021328975813,inertial,2
150960.23936960608,0.15,443.3694104806066,inertial,2
244818.4848533577,0.15,445.3498197547017,inertial,2
400188.4869490443,0.15,424.418656740744,inertial,2
653316.9246151595,0.15,457.0866665065837,inertial,2
1025635.0481044016,0.15,467.2063606172396,inertial,2
1.0239089909591728e-06,0.15,32713191691.90636,viscous,0
1.600938788701258e-06,0.15,18676634303.274124,viscous,0
2.54109078202711e-06,0.15,12159770257.421732,viscous,0
3.905105979385714e-06,0.15,8329803625.995587,viscous,0
6.399584609906825e-06,0.15,4765864239.942213,viscous,0
1.0077668402132531e-05,0.15,3229415549.7352195,viscous,0
1.6788506397111584e-05,0.15,2043431914.6268756,viscous,0
2.651841248591272e-05,0.15,1275649116.7107017,viscous,0
4.419656535511079e-05,0.15,769560212.4524848,viscous,0
6.305090455705598e-05,0.15,541557925.0306584,viscous,0
0.0001092252777992,0.15,300285875.2350986,viscous,0
0.0001746323893615,0.15,187431700.00376815,viscous,0
0.0002785092098089,0.15,113246223.68327913,viscous,0
0.0004161900614413,0.15,76736335.48786363,viscous,0
0.0006870461936863,0.15,49332024.81414369,viscous,0
0.0011145130719637,0.15,28932732.681705423,viscous,0
0.0017505233687416,0.15,17881742.18803288,viscous,0
0.0028673245707634,0.15,10397790.342803312,viscous,0
0.0046231131805517,0.15,6909474.763512055,viscous,0
0.0070624962887118,0.15,4033315.845309841,viscous,0
0.0118708298882558,0.15,2665526.789191227,viscous,0
0.0183772722317532,0.15,1727252.3142324605,viscous,0
0.0314950886796258,0.15,1017463.3679813317,viscous,0
0.0477633357282488,0.15,624530.8928481085,viscous,0
0.0799500685026414,0.15,420955.1285819112,viscous,0
0.1255008538222199,0.15,256916.0924946065,viscous,0
0.1995623165797913,0.15,164368.93851491067,viscous,0
0.3158744965338886,0.15,101324.57022647365,viscous,0
0.4739278300611383,0.15,71796.00835595092,viscous,0
0.7466117422480661,0.15,42931.710422031865,viscous,0
1.2561173827036376,0.15,24683.314096879345,viscous,0
2.0562363182754755,0.15,15897.156694753136,viscous,0
3.1826046368180827,0.15,10807.603215320953,viscous,0
5.077560857222014,0.15,7251.373339167846,viscous,0
8.314445430611348,0.15,4201.979641311895,viscous,0
12.396884680408242,0.15,2839.14805791512,viscous,0
21.686728209958456,0.15,1916.565594818432,viscous,0
33.24565847829084,0.15,1527.0661971131942,viscous,0
51.53498270742959,0.15,1033.133761526749,viscous,0
84.34243269040175,0.15,845.9030587973376,inertial,0
133.95166928350702,0.15,659.9087820061523,inertial,1
208.00310838338373,0.15,617.221823433745,inertial,1
357.170792662837,0.15,518.154816122997,inertial,1
559.6169252531924,0.15,466.94488903777545,inertial,1
877.0116589320542,0.15,511.4030086573412,inertial,2
1426.6281399721788,0.15,519.976270045651,inertial,2
2216.542176349521,0.15,468.6293266625252,inertial,2
3603.9173354820296,0.15,462.5534742239757,inertial,2
5789.191406874935,0.15,433.9387536400086,inertial,2
9011.511883002231,0.15,517.9149497390832,inertial,2
14739.53590765528,0.15,400.436249356867,inertial,2
23143.59634225839,0.15,457.3742128502132,inertial,2
37132.711154459525,0.15,472.689760242744,inertial,2
62047.04430279126,0.15,437.9100030049412,inertial,2
94819.66663697094,0.15,419.4669940512685,inertial,2
150425.3150541694,0.15,409.6421128747247,inertial,2
254403.0937456578,0.15,477.3634718017643,inertial,2
377445.5626158859,0.15,415.5345121475576,inertial,2
593702.0127636687,0.15,420.0554854283181,inertial,2
911020.2951958964,0.15,416.3069443554226,inertial,2
1.0396742698147065e-06,0.2136363636363636,8993093306.070307,viscous,0
1.6387928747596031e-06,0.2136363636363636,5664618776.07213,viscous,0
2.689794515754295e-06,0.2136363636363636,3572065792.8242087,viscous,0
4.028955280010887e-06,0.2136363636363636,2682534615.821088,viscous,0
6.446616448205637e-06,0.2136363636363636,1388232648.172314,viscous,0
1.0461159036383431e-05,0.2136363636363636,907589667.6215664,viscous,0
1.7148729467970755e-05,0.2136363636363636,529746025.8281123,viscous,0
2.717773985380609e-05,0.2136363636363636,365272189.58033335,viscous,0
4.153550134352208e-05,0.2136363636363636,230907575.691049,viscous,0
6.602140234755662e-05,0.2136363636363636,162019328.53518584,viscous,0
0.0001058581225531,0.2136363636363636,87851803.31066197,viscous,0
0.0001672636264263,0.2136363636363636,55897992.82698085,viscous,0
0.0002758045384324,0.2136363636363636,35841425.17439696,viscous,0
0.000432627246196,0.2136363636363636,21785496.51601777,viscous,0
0.0006745317889191,0.2136363636363636,13531554.335903725,viscous,0
0.0012211033370758,0.2136363636363636,8206884.675798662,viscous,0
0.0017541076542536,0.2136363636363636,5072550.9587851,viscous,0
0.0027855849761572,0.2136363636363636,3411482.1073043244,viscous,0
0.0045863734190169,0.2136363636363636,1998522.885507052,viscous,0
0.0070411600127066,0.2136363636363636,1450775.728039099,viscous,0
0.0118489957892227,0.2136363636363636,788086.2055423495,viscous,0
0.0185486148014096,0.2136363636363636,499599.4824927349,viscous,0
0.0273100830676019,0.2136363636363636,350491.1424482255,viscous,0
0.0461336860473451,0.2136363636363636,196254.01693069877,viscous,0
0.0746472923413601,0.2136363636363636,132336.89806951504,viscous,0
0.1173532470435641,0.2136363636363636,75583.66018916616,viscous,0
0.1979119965361495,0.2136363636363636,50060.444424308094,viscous,0
0.3013225507756915,0.2136363636363636,32615.97978330368,viscous,0
0.4910385894921653,0.2136363636363636,19810.336846877926,viscous,0
0.7618618763947904,0.2136363636363636,13164.481689937767,viscous,0
1.3103037289786332,0.2136363636363636,7640.75224165319,viscous,0
2.052859679180816,0.2136363636363636,3954.295626847641,viscous,0
3.249902097235935,0.2136363636363636,3064.366134581425,viscous,0
5.12800659697184,0.2136363636363636,1934.2643675161648,viscous,0
8.240917726761793,0.2136363636363636,1322.455536640775,viscous,0
13.037887085621769,0.2136363636363636,850.8293169464137,viscous,0
21.77991382745799,0.2136363636363636,546.8355468277482,viscous,0
34.58162924551634,0.2136363636363636,419.91649052126303,viscous,0
52.27985738800832,0.2136363636363636,318.4455298803982,viscous,0
83.21793703648375,0.2136363636363636,264.21776720090145,inertial,0
138.0784727574409,0.2136363636363636,204.26365956988127,inertial,1
211.16524036362975,0.2136363636363636,189.0149533826728,inertial,1
358.79509719766,0.2136363636363636,166.69731741635263,inertial,1
563.9146240628855,0.2136363636363636,155.06182565541957,inertial,1
891.3184376910428,0.2136363636363636,149.61329147245465,inertial,2
1433.4198004909638,0.2136363636363636,137.02744159020978,inertial,2
2313.797007622211,0.2136363636363636,143.5864856358888,inertial,2
3664.3274760412137,0.2136363636363636,141.3065009752491,inertial,2
5846.363271349266,0.2136363636363636,135.30812108982752,inertial,2
9585.063423246098,0.2136363636363636,130.52305477590892,inertial,2
14320.278195160892,0.2136363636363636,143.48044082240196,inertial,2
24657.01423547675,0.2136363636363636,143.5029888236295,inertial,2
37414.61048283043,0.2136363636363636,131.66555679636167,inertial,2
59864.43733797671,0.2136363636363636,141.1539454638621,inertial,2
101175.87907326758,0.2136363636363636,145.6915770987092,inertial,2
146729.81839727933,0.2136363636363636,156.2594684193718,inertial,2
242484.5040063355,0.2136363636363636,135.10126552794543,inertial,2
409671.318071357,0.2136363636363636,140.80787843253194,inertial,2
619189.1560019371,0.2136363636363636,142.70332427484345,inertial,2
1025670.6213777472,0.2136363636363636,148.3318797048074,inertial,2
9.595833760480055e-07,0.2136363636363636,10955352012.111916,viscous,0
1.6433358641487763e-06,0.2136363636363636,5680047964.643156,viscous,0
2.489507719814684e-06,0.2136363636363636,3640468465.510554,viscous,0
4.090505385318054e-06,0.2136363636363636,2251459477.9510965,viscous,0
6.362003530249634e-06,0.2136363636363636,1557165858.7485204,viscous,0
1.0512331317701798e-05,0.2136363636363636,887249154.0409845,viscous,0
1.69787366972122e-05,0.2136363636363636,599928588.4433011,viscous,0
2.567253781815143e-05,0.2136363636363636,359537023.44651085,viscous,0
4.35913087361427e-05,0.2136363636363636,226216636.73578057,viscous,0
6.814940939484057e-05,0.2136363636363636,147942369.53842485,viscous,0
0.0001046454077645,0.2136363636363636,84425570.10831848,viscous,0
0.0001682668461184,0.2136363636363636,56882164.38240824,viscous,0
0.0002693431179706,0.2136363636363636,34468994.65225776,viscous,0
0.0004279220658076,0.2136363636363636,21551534.61924721,viscous,0
0.0006829146364785,0.2136363636363636,14188287.465227645,viscous,0
0.0011513409769823,0.2136363636363636,8066465.448428983,viscous,0
0.001784583430773,0.2136363636363636,5178097.842470342,viscous,0
0.0029143969436601,0.2136363636363636,3278811.689510173,viscous,0
0.0048060352907361,0.2136363636363636,1873996.2149180167,viscous,0
0.0073982629791303,0.2136363636363636,1314836.1162898983,viscous,0
0.0115637979514174,0.2136363636363636,847145.2158682703,viscous,0
0.0178831560896861,0.2136363636363636,591551.8806642425,viscous,0
0.0286477815375425,0.2136363636363636,347839.96907136345,viscous,0
0.0460637382685064,0.2136363636363636,218897.70110234435,viscous,0
0.0752216360728748,0.2136363636363636,127612.82166078764,viscous,0
0.1217420946165957,0.2136363636363636,82709.92973857342,viscous,0
0.1922853533743418,0.2136363636363636,42773.22324227035,viscous,0
0.3031256893373341,0.2136363636363636,31814.700498210765,viscous,0
0.4888509538407741,0.2136363636363636,20369.99835304873,viscous,0
0.8157059160138804,0.2136363636363636,11716.406124980434,viscous,0
1.2086110818503304,0.2136363636363636,8586.203945926954,viscous,0
2.085430257961586,0.2136363636363636,4632.905066337441,viscous,0
3.435129523087646,0.2136363636363636,2860.1032087312046,viscous,0
4.977933174412309,0.2136363636363636,2036.2162133502245,viscous,0
8.497617028004813,0.2136363636363636,1202.888146569145,viscous,0
13.933693603056236,0.2136363636363636,787.7460393780583,viscous,0
21.60075385901737,0.2136363636363636,597.5802577650277,viscous,0
33.37463654681378,0.2136363636363636,449.8267770277508,viscous,0
51.20034993012438,0.2136363636363636,349.8950421884872,viscous,0
85.38344257882383,0.2136363636363636,245.7916479503302,inertial,0
139.7507299521677,0.2136363636363636,220.591707693303,inertial,1
223.36369641339272,0.2136363636363636,203.04209517983244,inertial,1
360.1251751357805,0.2136363636363636,178.65607218517837,inertial,1
547.9348380021412,0.2136363636363636,159.3431862869264,inertial,1
904.6645015995958,0.2136363636363636,151.51630359421034,inertial,2
1433.746360258631,0.2136363636363636,150.95244359770447,inertial,2
2327.7252500640893,0.2136363636363636,144.48624789160513,inertial,2
3587.2740659696024,0.2136363636363636,137.95380898354188,inertial,2
5637.591861666888,0.2136363636363636,151.44571501395117,inertial,2
9225.724435050455,0.2136363636363636,147.8718870495968,inertial,2
14209.813783777834,0.2136363636363636,128.70763460753162,inertial,2
22867.196301963548,0.2136363636363636,149.90387420052687,inertial,2
38921.26890187014,0.2136363636363636,143.7465774495206,inertial,2
58777.30574608835,0.2136363636363636,140.37615292309127,inertial,2
95317.22178473003,0.2136363636363636,138.81996705062178,inertial,2
142491.6806614188,0.2136363636363636,135.27317699738276,inertial,2
243979.65418418488,0.2136363636363636,152.29467334474884,inertial,2
393835.2943156853,0.2136363636363636,151.40149474937206,inertial,2
618700.7284497735,0.2136363636363636,139.3786286702195,inertial,2
889600.6259087147,0.2136363636363636,144.4541204142085,inertial,2
1.0165483009113734e-06,0.2772727272727272,3949028002.9715614,viscous,0
1.574156471996817e-06,0.2772727272727272,2345931499.922912,viscous,0
2.497971356212183e-06,0.2772727272727272,1387359937.3867292,viscous,0
3.9891330890653525e-06,0.2772727272727272,905625490.0343914,viscous,0
6.779834611303281e-06,0.2772727272727272,542185196.4262613,viscous,0
1.015428328188598e-05,0.2772727272727272,364544304.5915921,viscous,0
1.6717590550470304e-05,0.2772727272727272,212549909.28177413,viscous,0
2.745514964761497e-05,0.2772727272727272,121812003.29618125,viscous,0
4.210526513765128e-05,0.2772727272727272,90245238.7705489,viscous,0
6.502348748664436e-05,0.2772727272727272,57556371.35082369,viscous,0
0.000112394017332,0.2772727272727272,33452426.346054006,viscous,0
0.0001641599917062,0.2772727272727272,21589369.472592466,viscous,0
0.0002862420563153,0.2772727272727272,13033633.798759172,viscous,0
0.0004404933396063,0.2772727272727272,8530273.869256197,viscous,0
0.0007192039343787,0.2772727272727272,4932732.265609949,viscous,0
0.0011144584541122,0.2772727272727272,3321742.352949776,viscous,0
0.001766648516381,0.2772727272727272,2066726.7079367903,viscous,0
0.00298220074913,0.2772727272727272,1174320.8552567123,viscous,0
0.0048542162374333,0.2772727272727272,831846.2042096629,viscous,0
0.0069515661672226,0.2772727272727272,525076.3848096809,viscous,0
0.0118103150218496,0.2772727272727272,299652.4863844752,viscous,0
0.0182612720074877,0.2772727272727272,198957.4681750193,viscous,0
0.0304934736835994,0.2772727272727272,117549.83823379585,viscous,0
0.050322915336837,0.2772727272727272,74165.5544478853,viscous,0
0.0758611628914462,0.2772727272727272,52155.60296252224,viscous,0
0.1238526994416365,0.2772727272727272,30290.021741011748,viscous,0
0.1922300239230991,0.2772727272727272,21000.673664340848,viscous,0
0.317762404285809,0.2772727272727272,11508.564821545093,viscous,0
0.4724612423365953,0.2772727272727272,7986.393722680609,viscous,0
0.764545760480495,0.2772727272727272,4466.640947632619,viscous,0
1.2533082443577512,0.2772727272727272,3034.391586575187,viscous,0
2.0979444346383023,0.2772727272727272,1837.0560116979625,viscous,0
3.3035133885041854,0.2772727272727272,1102.265433024374,viscous,0
5.147197572875715,0.2772727272727272,778.2321669868645,viscous,0
8.442834965705446,0.2772727272727272,497.55304942868514,viscous,0
13.462331465845445,0.2772727272727272,324.0808367857256,viscous,0
21.21766721566596,0.2772727272727272,237.4359374850769,viscous,0
32.29539552714956,0.2772727272727272,174.6680047040037,viscous,0
53.04440826198412,0.2772727272727272,116.94294909239412,viscous,0
88.0420835618866,0.2772727272727272,99.2671958536719,inertial,1
133.19489241094493,0.2772727272727272,85.3027402690133,inertial,1
219.17127784107743,0.2772727272727272,82.06196972329465,inertial,1
346.9053240457974,0.2772727272727272,71.59881773161548,inertial,1
580.3083908204569,0.2772727272727272,67.44139603350831,inertial,2
918.4905405096794,0.2772727272727272,61.842844843279536,inertial,2
1454.0798188365975,0.2772727272727272,61.680947345145874,inertial,2
2343.853858621482,0.2772727272727272,57.91997240840781,inertial,2
3541.3210830825333,0.2772727272727272,64.32393172673052,inertial,2
5756.481573035988,0.2772727272727272,58.904024111271525,inertial,2
9270.696704046077,0.2772727272727272,57.704694258588056,inertial,2
15376.06368216577,0.2772727272727272,55.96441970994034,inertial,2
23491.95928858394,0.2772727272727272,60.52972994897361,inertial,2
37575.98405341232,0.2772727272727272,57.09327667233851,inertial,2
58660.65633620815,0.2772727272727272,60.67178089401269,inertial,2
93244.85721560108,0.2772727272727272,61.32145391115691,inertial,2
146751.5852289138,0.2772727272727272,57.73285228078054,inertial,2
245642.5140905715,0.2772727272727272,55.74557579207992,inertial,2
399682.63564246544,0.2772727272727272,59.28649446668763,inertial,2
606891.8942353679,0.2772727272727272,54.99878796126448,inertial,2
954118.233104558,0.2772727272727272,59.48773236221765,inertial,2
9.658904053619998e-07,0.2772727272727272,3554289955.754796,viscous,0
1.5862704210129663e-06,0.2772727272727272,2596550443.223231,viscous,0
2.572738753746394e-06,0.2772727272727272,1484190286.8495183,viscous,0
4.10148345176707e-06,0.2772727272727272,931922914.1344523,viscous,0
6.25259706392571e-06,0.2772727272727272,575320482.9175317,viscous,0
1.0479830282515411e-05,0.2772727272727272,350409158.6401632,viscous,0
1.651343932906002e-05,0.2772727272727272,215289053.65373027,viscous,0
2.6324636492868737e-05,0.2772727272727272,134321332.98022813,viscous,0
3.94062386018308e-05,0.2772727272727272,87864927.67280702,viscous,0
6.86602970440765e-05,0.2772727272727272,57866205.50716118,viscous,0
0.0001141634648,0.2772727272727272,32351414.968235303,viscous,0
0.0001773894891089,0.2772727272727272,21682459.00691886,viscous,0
0.0002701833833467,0.2772727272727272,12496593.613603638,viscous,0
0.0004410321224958,0.2772727272727272,7631077.154683212,viscous,0
0.0006970907455393,0.2772727272727272,5435498.09792315,viscous,0
0.001077322195181,0.2772727272727272,3417290.617030884,viscous,0
0.0018637741284625,0.2772727272727272,2008115.1574510376,viscous,0
0.0029136163236963,0.2772727272727272,1320068.1890419722,viscous,0
0.0048260902388208,0.2772727272727272,767441.3375355618,viscous,0
0.0075932158017632,0.2772727272727272,482561.5932283108,viscous,0
0.0114995452655676,0.2772727272727272,324754.27623268735,viscous,0
0.0183355273544204,0.2772727272727272,194853.6115836532,viscous,0
0.0292858692520754,0.2772727272727272,111949.28520898946,viscous,0
0.0477903968522829,0.2772727272727272,72255.20237655989,viscous,0
0.0758504812464795,0.2772727272727272,52164.78825021339,viscous,0
0.1196624073737403,0.2772727272727272,29952.251058741615,viscous,0
0.2022580159927007,0.2772727272727272,18736.629312023702,viscous,0
0.3193364063283815,0.2772727272727272,11365.490822393303,viscous,0
0.5065961752389451,0.2772727272727272,7067.957465385323,viscous,0
0.7753496053513103,0.2772727272727272,4945.046069727206,viscous,0
1.241363038811324,0.2772727272727272,3138.299022312871,viscous,0
2.168930358673512,0.2772727272727272,1612.145215646282,viscous,0
3.1526389001542325,0.2772727272727272,1295.7644547209327,viscous,0
5.1283092614711565,0.2772727272727272,822.4302253006211,viscous,0
7.981679355601944,0.2772727272727272,528.5105481101709,viscous,0
13.082251514346328,0.2772727272727272,342.68362288187024,viscous,0
21.200590334171373,0.2772727272727272,218.93043302561563,viscous,0
32.46601383104042,0.2772727272727272,185.04738746353277,viscous,0
54.02985378163724,0.2772727272727272,128.03885473798024,viscous,0
85.43368665864763,0.2772727272727272,104.19521603871148,inertial,1
131.98747235349117,0.2772727272727272,82.93198938810029,inertial,1
226.9756522829325,0.2772727272727272,76.09915434798725,inertial,1
357.6443023581832,0.2772727272727272,67.53290910143936,inertial,1
580.3631629713054,0.2772727272727272,66.80889996198106,inertial,2
902.4488887242368,0.2772727272727272,65.1688031843354,inertial,2
1387.2613011970209,0.2772727272727272,56.46122190379472,inertial,2
2197.499461727276,0.2772727272727272,66.18672062304627,inertial,2
3769.36705161722,0.2772727272727272,59.27030600746214,inertial,2
5738.275211766753,0.2772727272727272,63.16317866689586,inertial,2
9202.535692651049,0.2772727272727272,55.97468691322925,inertial,2
15345.46584336465,0.2772727272727272,61.01020766727738,inertial,2
21882.47204609532,0.2772727272727272,58.57575826117306,inertial,2
37856.72512790767,0.2772727272727272,60.87672245629876,inertial,2
60484.39899240944,0.2772727272727272,57.53480535482083,inertial,2
95839.08131255444,0.2772727272727272,60.25223536118828,inertial,2
152387.34309289802,0.2772727272727272,58.26286280711104,inertial,2
254767.31076223892,0.2772727272727272,56.603240257572736,inertial,2
387853.07346014073,0.2772727272727272,53.61075748809776,inertial,2
636294.8051735376,0.2772727272727272,61.84702924419146,inertial,2
1016590.7275800436,0.2772727272727272,62.121866835814885,inertial,2
1.0133089888932228e-06,0.3409090909090909,1651056342.8259096,viscous,0
1.6201857510368096e-06,0.3409090909090909,1001605796.8883998,viscous,0
2.6440044881389462e-06,0.3409090909090909,611272474.837449,viscous,0
3.900468279645487e-06,0.3409090909090909,439948914.504528,viscous,0
6.8813210774265e-06,0.3409090909090909,227795409.6325882,viscous,0
1.0366329699207758e-05,0.3409090909090909,153305251.6380586,viscous,0
1.6420275024894428e-05,0.3409090909090909,100389143.67248616,viscous,0
2.555933185691446e-05,0.3409090909090909,63458190.04555231,viscous,0
4.055260875504025e-05,0.3409090909090909,39419286.74550589,viscous,0
6.53213827369226e-05,0.3409090909090909,23878886.762015987,viscous,0
0.0001026809489248,0.3409090909090909,17023741.59454867,viscous,0
0.0001753559805374,0.3409090909090909,8521375.779002272,viscous,0
0.0002709580125736,0.3409090909090909,5869591.129875676,viscous,0
0.0004315842624725,0.3409090909090909,3544746.6092025544,viscous,0
0.0007199235722885,0.3409090909090909,2239696.760715354,viscous,0
0.0011401103605644,0.3409090909090909,1481038.6168350475,viscous,0
0.00187136170263,0.3409090909090909,802626.2362758823,viscous,0
0.0030218929657737,0.3409090909090909,579912.2465496857,viscous,0
0.0046610453783862,0.3409090909090909,397537.1327659205,viscous,0
0.0073633833622309,0.3409090909090909,232746.70035329185,viscous,0
0.0114334141899698,0.3409090909090909,152268.60229480843,viscous,0
0.0187660564096497,0.3409090909090909,85711.61739065645,viscous,0
0.0317802655343722,0.3409090909090909,50995.7794820651,viscous,0
0.0476520462321445,0.3409090909090909,34203.2119088484,viscous,0
0.0743892912531793,0.3409090909090909,22733.361558754084,viscous,0
0.1242700231386935,0.3409090909090909,13500.478286612528,viscous,0
0.1808756104366544,0.3409090909090909,9593.184195250336,viscous,0
0.3068755064823115,0.3409090909090909,5070.42689327144,viscous,0
0.5044002602552368,0.3409090909090909,3383.555829096316,viscous,0
0.7668581723020412,0.3409090909090909,2459.7724917109863,viscous,0
1.2188068634319382,0.3409090909090909,1264.065384521367,viscous,0
1.9500566918646416,0.3409090909090909,936.719039733395,viscous,0
3.2076233634950158,0.3409090909090909,531.848203116802,viscous,0
5.141082393290187,0.3409090909090909,338.75230217572494,viscous,0
8.058624308952945,0.3409090909090909,225.83615849256563,viscous,0
13.423566020557464,0.3409090909090909,159.5665565368251,viscous,0
20.337017951349143,0.3409090909090909,111.30352468701123,viscous,0
34.331529374916684,0.3409090909090909,72.96088694600827,viscous,0
52.75525205905021,0.3409090909090909,57.237038347108566,viscous,0
82.29677045357761,0.3409090909090909,49.34643651835624,inertial,1
133.6602513650901,0.3409090909090909,42.74398958422189,inertial,1
218.07190502509468,0.3409090909090909,37.41741838177215,inertial,1
345.5928714286283,0.3409090909090909,32.81205371685412,inertial,1
555.3686320671104,0.3409090909090909,32.06500902627424,inertial,2
870.8754901699615,0.3409090909090909,31.66850266117813,inertial,2
1453.013447486704,0.3409090909090909,30.483570158910624,inertial,2
2389.224681569294,0.3409090909090909,28.872605439923237,inertial,2
3682.178165879572,0.3409090909090909,28.9604021253997,inertial,2
5831.34603406961,0.3409090909090909,28.198931587055988,inertial,2
9563.79928007608,0.3409090909090909,29.54253132299425,inertial,2
15311.758885367824,0.3409090909090909,27.426734910405024,inertial,2
23251.524234158245,0.3409090909090909,27.9087068750147,inertial,2
37097.15494133993,0.3409090909090909,28.163631768726347,inertial,2
59991.60886435593,0.3409090909090909,29.11400041196261,inertial,2
96054.31128656688,0.3409090909090909,28.33087097209369,inertial,2
154483.6811503962,0.3409090909090909,30.425670692899068,inertial,2
238822.3181202163,0.3409090909090909,29.11988389193828,inertial,2
391070.70260533487,0.3409090909090909,29.80578381049964,inertial,2
624853.4421280075,0.3409090909090909,29.09154112689142,inertial,2
970704.7999264244,0.3409090909090909,29.145008733454304,inertial,2
9.72722405845943e-07,0.3409090909090909,1734904675.8290358,viscous,0
1.5923737441245723e-06,0.3409090909090909,1034872086.3369684,viscous,0
2.484096650611285e-06,0.3409090909090909,689209187.3849221,viscous,0
4.160921618538877e-06,0.3409090909090909,412652428.9036568,viscous,0
6.959524476073341e-06,0.3409090909090909,235692735.65096164,viscous,0
1.0780231541475265e-05,0.3409090909090909,151617475.62423766,viscous,0
1.680635299931057e-05,0.3409090909090909,99661175.1032041,viscous,0
2.6740907137658317e-05,0.3409090909090909,63560027.31901375,viscous,0
4.199124074963872e-05,0.3409090909090909,39246108.7466061,viscous,0
6.878328848994142e-05,0.3409090909090909,26093835.05520373,viscous,0
0.0001054200892335,0.3409090909090909,14253578.554684697,viscous,0
0.0001702084300234,0.3409090909090909,9705974.98972988,viscous,0
0.0002773050085599,0.3409090909090909,5958172.271766048,viscous,0
0.0004565393049658,0.3409090909090909,3782562.759219389,viscous,0
0.0007027740613072,0.3409090909090909,2285913.2594096507,viscous,0
0.0011126007931153,0.3409090909090909,1452105.918926453,viscous,0
0.0017836021612932,0.3409090909090909,852377.942014431,viscous,0
0.0028289175836915,0.3409090909090909,569169.2822484835,viscous,0
0.0045557098657508,0.3409090909090909,356470.06256216293,viscous,0
0.0074672767868509,0.3409090909090909,214491.60673258823,viscous,0
0.0115367226992826,0.3409090909090909,146500.9464630677,viscous,0
0.0185404624523471,0.3409090909090909,89699.15523574942,viscous,0
0.0304296484612341,0.3409090909090909,55228.85447426412,viscous,0
0.0479982525843043,0.3409090909090909,33958.13914884174,viscous,0
0.0776676594318505,0.3409090909090909,21391.17378948202,viscous,0
0.1197203891369032,0.3409090909090909,13662.891909542506,viscous,0
0.1871823033856371,0.3409090909090909,8401.523214708623,viscous,0
0.2930848209414445,0.3409090909090909,5451.9965685005,viscous,0
0.5156034972611457,0.3409090909090909,3130.487884282065,viscous,0
0.8101507225654182,0.3409090909090909,2058.7766137933395,viscous,0
1.2375637523756169,0.3409090909090909,1452.0113827606122,viscous,0
2.0543300049838376,0.3409090909090909,760.0959148360948,viscous,0
3.3269236408956324,0.3409090909090909,496.06149748822605,viscous,0
5.12325998823896,0.3409090909090909,362.0162199447296,viscous,0
