π1,π2,π3,π4,f
1.3445176796,0.1628871520,0.8235187947,0.9199276031,0.5950879807
1.0877216510,0.2057706224,0.8235187947,0.9199276031,0.6015961901
0.8843433115,0.2486122051,0.8235187947,0.9199276031,0.5962469570
605.7276005737,0.0002217775,0.8911335247,0.8438222583,0.4660707922
476.7528587784,0.0002737183,0.8911335247,0.8438222583,0.4593598638
375.8524783695,0.0003668891,0.8911335247,0.8438222583,0.4722050647
354.0126129738,0.0004893276,0.8911335247,0.8438222583,0.5292535097
229.6739698977,0.0005129658,0.8911335247,0.8438222583,0.4364702212
188.3713206840,0.0006992046,0.8911335247,0.8438222583,0.4614918567
138.0238581359,0.0008688901,0.8911335247,0.8438222583,0.4403662352
119.5747290344,0.0011932454,0.8911335247,0.8438222583,0.4803293098
95.0283992759,0.0013978897,0.8911335247,0.8438222583,0.4634657672
83.8280276471,0.0019663291,0.8911335247,0.8438222583,0.5162704039
57.1579880207,0.0021754027,0.8911335247,0.8438222583,0.4483971071
45.7444504617,0.0027432960,0.8911335247,0.8438222583,0.4504639597
36.8949270254,0.0037967990,0.8911335247,0.8438222583,0.4759338960
28.2161032664,0.0045090993,0.8911335247,0.8438222583,0.4535737590
22.0529471288,0.0054069630,0.8911335247,0.8438222583,0.4391010959
16.8284047414,0.0085338812,0.8911335247,0.8438222583,0.4818915103
13.0910602236,0.0086457566,0.8911335247,0.8438222583,0.4278025985
11.0801746270,0.0116469448,0.8911335247,0.8438222583,0.4568081205
8.1690345849,0.0146912597,0.8911335247,0.8438222583,0.4405238143
7.4635528720,0.0199664296,0.8911335247,0.8438222583,0.4908824635
5.1024814017,0.0243965143,0.8911335247,0.8438222583,0.4486514862
4.0709900983,0.0301039277,0.8911335247,0.8438222583,0.4451599746
3.5943762773,0.0363652538,0.8911335247,0.8438222583,0.4597371363
2.5325632870,0.0461456269,0.8911335247,0.8438222583,0.4347103035
2.1486437722,0.0646909249,0.8911335247,0.8438222583,0.4740873801
1.5437138379,0.0724977840,0.8911335247,0.8438222583,0.4254027272
1.2854219096,0.1083613838,0.8911335247,0.8438222583,0.4745856751
1.0525754335,0.1298129428,0.8911335247,0.8438222583,0.4700457361
0.8024806105,0.1658762394,0.8911335247,0.8438222583,0.4639421912
0.6685824501,0.2099629824,0.8911335247,0.8438222583,0.4764346704
638.0900991624,0.0002323173,0.8911335247,0.8438222583,0.4895942356
408.2913110982,0.0002302826,0.8911335247,0.8438222583,0.3899151956
389.1644710207,0.0003471867,0.8911335247,0.8438222583,0.4674150221
299.7653939412,0.0004202279,0.8911335247,0.8438222583,0.4513232625
246.3522672501,0.0005628995,0.8911335247,0.8438222583,0.4735308044
187.0406731394,0.0006751349,0.8911335247,0.8438222583,0.4518744769
136.0868095402,0.0008651378,0.8911335247,0.8438222583,0.4363200542
114.8162804480,0.0011613636,0.8911335247,0.8438222583,0.4643445517
93.2829459714,0.0013610115,0.8911335247,0.8438222583,0.4530921344
77.3174782264,0.0018039280,0.8911335247,0.8438222583,0.4749008503
55.0894076623,0.0022332872,0.8911335247,0.8438222583,0.4460266864
47.3022074869,0.0028305295,0.8911335247,0.8438222583,0.4652957134
34.2960806807,0.0037393472,0.8911335247,0.8438222583,0.4553807302
27.0980106083,0.0046061632,0.8911335247,0.8438222583,0.4492549472
21.6643307259,0.0058063491,0.8911335247,0.8438222583,0.4510022568
15.9498255527,0.0069776907,0.8911335247,0.8438222583,0.4242172554
13.2566229497,0.0095369451,0.8911335247,0.8438222583,0.4521427773
10.4769037095,0.0119306545,0.8911335247,0.8438222583,0.4495759963
7.9674703062,0.0145764476,0.8911335247,0.8438222583,0.4333517753
5.9264892512,0.0183934850,0.8911335247,0.8438222583,0.4198414048
5.5012837615,0.0240525090,0.8911335247,0.8438222583,0.4625585594
4.0299377123,0.0329677741,0.8911335247,0.8438222583,0.4634986620
3.0699805247,0.0364960017,0.8911335247,0.8438222583,0.4256424744
2.5908600436,0.0497652128,0.8911335247,0.8438222583,0.4566036873
1.9925081322,0.0689945947,0.8911335247,0.8438222583,0.4714787141
1.8552178405,0.0852726099,0.8911335247,0.8438222583,0.5057742779
1.2219450611,0.0968087104,0.8911335247,0.8438222583,0.4373584911
0.9489634669,0.1354354254,0.8911335247,0.8438222583,0.4558745944
0.8009957195,0.1648183015,0.8911335247,0.8438222583,0.4620322812
0.6327047293,0.2254562914,0.8911335247,0.8438222583,0.4802708466
698.5985817748,0.0002178906,0.9033149398,0.8301111809,0.4961210376
451.2633310748,0.0002605224,0.9033149398,0.8301111809,0.4360055843
362.2987223743,0.0003029514,0.9033149398,0.8301111809,0.4212834503
280.4639513105,0.0003996015,0.9033149398,0.8301111809,0.4257028730
243.3099117109,0.0005292497,0.9033149398,0.8301111809,0.4563149698
173.8841713344,0.0006517605,0.9033149398,0.8301111809,0.4280835554
147.6240270571,0.0009109920,0.9033149398,0.8301111809,0.4663267428
111.1965596178,0.0009901310,0.9033149398,0.8301111809,0.4219359194
87.8972048133,0.0014241491,0.9033149398,0.8301111809,0.4499039057
72.2795562163,0.0018064965,0.9033149398,0.8301111809,0.4594950213
51.8786380063,0.0019294933,0.9033149398,0.8301111809,0.4023188878
43.9628842243,0.0026681763,0.9033149398,0.8301111809,0.4355167460
33.5129959874,0.0032890703,0.9033149398,0.8301111809,0.4221800531
26.3632903437,0.0041218673,0.9033149398,0.8301111809,0.4191807321
21.8387134247,0.0054883501,0.9033149398,0.8301111809,0.4402394256
15.6229642517,0.0070432024,0.9033149398,0.8301111809,0.4218143101
12.6212332731,0.0086276239,0.9033149398,0.8301111809,0.4196149993
10.0576607494,0.0115724943,0.9033149398,0.8301111809,0.4338269069
7.2345359103,0.0142867704,0.9033149398,0.8301111809,0.4088150512
6.3884944060,0.0188679370,0.9033149398,0.8301111809,0.4414850212
5.1804156339,0.0235911361,0.9033149398,0.8301111809,0.4445403994
4.5527477574,0.0312940718,0.9033149398,0.8301111809,0.4799791108
3.3690487572,0.0375064820,0.9033149398,0.8301111809,0.4520238170
2.6679542341,0.0484652735,0.9033149398,0.8301111809,0.4572555933
1.9569006703,0.0598280923,0.9033149398,0.8301111809,0.4351023948
1.5953721033,0.0806327082,0.9033149398,0.8301111809,0.4560801022
1.0374223655,0.0825529544,0.9033149398,0.8301111809,0.3721333723
0.9696935445,0.1210267822,0.9033149398,0.8301111809,0.4356247043
0.7793696176,0.1596668625,0.9033149398,0.8301111809,0.4485735236
0.5615614997,0.2021621399,0.9033149398,0.8301111809,0.4284528940
679.8869368948,0.0002106034,0.9033149398,0.8301111809,0.4811777995
451.1721201124,0.0002626069,0.9033149398,0.8301111809,0.4377021537
341.6044583122,0.0003404859,0.9033149398,0.8301111809,0.4336764613
298.7411952627,0.0003946386,0.9033149398,0.8301111809,0.4366181904
210.7797299298,0.0005120900,0.9033149398,0.8301111809,0.4177746580
161.6057256209,0.0006662379,0.9033149398,0.8301111809,0.4172511473
140.7321921145,0.0008800113,0.9033149398,0.8301111809,0.4475023761
117.5742455660,0.0011076923,0.9033149398,0.8301111809,0.4589022382
97.6894173204,0.0013670491,0.9033149398,0.8301111809,0.4646974872
66.9568951785,0.0016445620,0.9033149398,0.8301111809,0.4219658350
55.7312427298,0.0023143627,0.9033149398,0.8301111809,0.4566879774
45.9689952134,0.0030777377,0.9033149398,0.8301111809,0.4783026763
34.6064996365,0.0038012194,0.9033149398,0.8301111809,0.4612058563
26.9839668860,0.0043305077,0.9033149398,0.8301111809,0.4346871597
20.4365676950,0.0056425464,0.9033149398,0.8301111809,0.4318133404
16.5913725737,0.0072616606,0.9033149398,0.8301111809,0.4413810032
12.5256665142,0.0091199015,0.9033149398,0.8301111809,0.4297837599
9.8642314436,0.0107655228,0.9033149398,0.8301111809,0.4143846840
8.7309841887,0.0148528609,0.9033149398,0.8301111809,0.4579216348
6.5867664982,0.0189386825,0.9033149398,0.8301111809,0.4491232323
4.6969687710,0.0202203131,0.9033149398,0.8301111809,0.3918837716
4.2863521962,0.0301594914,0.9033149398,0.8301111809,0.4572044387
3.0432424041,0.0391505384,0.9033149398,0.8301111809,0.4389263443
2.4785098950,0.0458938095,0.9033149398,0.8301111809,0.4288712048
1.9032850705,0.0584934968,0.9033149398,0.8301111809,0.4242874811
1.5619957729,0.0677074964,0.9033149398,0.8301111809,0.4135355117
1.2930144132,0.1037063532,0.9033149398,0.8301111809,0.4656492089
1.0024608456,0.1322234093,0.9033149398,0.8301111809,0.4629588493
0.7394872424,0.1519219395,0.9033149398,0.8301111809,0.4262163407
0.6709702516,0.1798617734,0.9033149398,0.8301111809,0.4417489984
434.9357250937,0.0001522392,0.9895808208,0.7330125956,0.3272128334
323.2600725160,0.0001712420,0.9895808208,0.7330125956,0.2991821224
239.3221015467,0.0002014823,0.9895808208,0.7330125956,0.2792314816
195.7657672390,0.0002652711,0.9895808208,0.7330125956,0.2897796215
146.8890114039,0.0003628612,0.9895808208,0.7330125956,0.2935752350
124.0710931421,0.0004339094,0.9895808208,0.7330125956,0.2950457333
90.8343727184,0.0005434310,0.9895808208,0.7330125956,0.2825216967
65.4042071093,0.0006660656,0.9895808208,0.7330125956,0.2654091224
60.9257887465,0.0009209892,0.9895808208,0.7330125956,0.3012189967
48.8657535758,0.0011118407,0.9895808208,0.7330125956,0.2963999293
35.7101666163,0.0015321194,0.9895808208,0.7330125956,0.2974382058
28.9977643952,0.0016750601,0.9895808208,0.7330125956,0.2802540939
22.0199758486,0.0024407981,0.9895808208,0.7330125956,0.2948009331
18.1345320178,0.0030043468,0.9895808208,0.7330125956,0.2968128619
13.1952527806,0.0036779324,0.9895808208,0.7330125956,0.2801336190
11.1824854238,0.0047235108,0.9895808208,0.7330125956,0.2922510850
8.7560119403,0.0058657338,0.9895808208,0.7330125956,0.2881833277
6.2612157201,0.0075433630,0.9895808208,0.7330125956,0.2763543729
5.5819666326,0.0112454011,0.9895808208,0.7330125956,0.3185925377
4.4347624347,0.0115638394,0.9895808208,0.7330125956,0.2879656664
3.1851481799,0.0151298933,0.9895808208,0.7330125956,0.2791497598
2.6616144962,0.0190768803,0.9895808208,0.7330125956,0.2865370327
1.9789634678,0.0249613816,0.9895808208,0.7330125956,0.2826231308
1.5710950334,0.0340618298,0.9895808208,0.7330125956,0.2941641338
1.3901262421,0.0432259012,0.9895808208,0.7330125956,0.3117120951
1.0154237948,0.0531160784,0.9895808208,0.7330125956,0.2953188543
0.8851915905,0.0703986488,0.9895808208,0.7330125956,0.3174353631
0.6093727799,0.0835775376,0.9895808208,0.7330125956,0.2869728536
0.5309736018,0.1016070146,0.9895808208,0.7330125956,0.2953607728
0.3720600061,0.1176671499,0.9895808208,0.7330125956,0.2660655320
414.3386568212,0.0001380152,0.9895808208,0.7330125956,0.3040854660
309.0258262354,0.0001820351,0.9895808208,0.7330125956,0.3015987352
227.9316371072,0.0002101097,0.9895808208,0.7330125956,0.2782786480
196.2362161772,0.0002771578,0.9895808208,0.7330125956,0.2965566376
149.9573477549,0.0003596396,0.9895808208,0.7330125956,0.2953059143
114.4596848841,0.0004404871,0.9895808208,0.7330125956,0.2855271201
95.5211259756,0.0005763040,0.9895808208,0.7330125956,0.2983527544
77.9470757750,0.0006876301,0.9895808208,0.7330125956,0.2943959731
53.7540839212,0.0008073864,0.9895808208,0.7330125956,0.2649115841
43.9802531126,0.0011485396,0.9895808208,0.7330125956,0.2857961390
36.5413622545,0.0013784290,0.9895808208,0.7330125956,0.2853902103
30.6929953651,0.0019785543,0.9895808208,0.7330125956,0.3133632951
23.1658950087,0.0023611812,0.9895808208,0.7330125956,0.2974018775
17.4767228409,0.0031459578,0.9895808208,0.7330125956,0.2981679446
13.2105685179,0.0037597846,0.9895808208,0.7330125956,0.2833979756
10.7234252391,0.0048274635,0.9895808208,0.7330125956,0.2893215402
7.9856633114,0.0058951916,0.9895808208,0.7330125956,0.2759046143
7.4525889967,0.0079264831,0.9895808208,0.7330125956,0.3090639564
5.3192765061,0.0094346643,0.9895808208,0.7330125956,0.2848682282
4.0889968751,0.0118718408,0.9895808208,0.7330125956,0.2801701911
3.0174084748,0.0152096028,0.9895808208,0.7330125956,0.2724146721
2.6923993175,0.0199934744,0.9895808208,0.7330125956,0.2950314927
2.0003832632,0.0239861834,0.9895808208,0.7330125956,0.2785426389
1.7149907437,0.0316300383,0.9895808208,0.7330125956,0.2961660371
1.3731179637,0.0403848634,0.9895808208,0.7330125956,0.2994454637
1.0341824578,0.0475489195,0.9895808208,0.7330125956,0.2819833169
0.7510506316,0.0610620045,0.9895808208,0.7330125956,0.2723169293
0.6179876067,0.0839502496,0.9895808208,0.7330125956,0.2896378958
0.4752713122,0.0939491446,0.9895808208,0.7330125956,0.2687025082
0.4116033198,0.1269196031,0.9895808208,0.7330125956,0.2906419457
373.7124033794,0.0001180969,1.0000000000,0.7212850441,0.2671422579
340.9669433191,0.0001834126,1.0000000000,0.7212850441,0.3179985764
243.9064289668,0.0002178180,1.0000000000,0.7212850441,0.2930981350
191.9575963407,0.0002749688,1.0000000000,0.7212850441,0.2921452510
148.7518916317,0.0003125334,1.0000000000,0.7212850441,0.2741788491
113.6666639039,0.0004234201,1.0000000000,0.7212850441,0.2789695604
87.7298072432,0.0005121168,1.0000000000,0.7212850441,0.2695334129
68.7828572230,0.0006439745,1.0000000000,0.7212850441,0.2676263930
56.5789412794,0.0007491441,1.0000000000,0.7212850441,0.2617969545
46.8342063206,0.0011881519,1.0000000000,0.7212850441,0.2999660326
32.9280427707,0.0014575872,1.0000000000,0.7212850441,0.2785830826
27.7639607520,0.0018727010,1.0000000000,0.7212850441,0.2899542186
20.1338586438,0.0019883481,1.0000000000,0.7212850441,0.2544276012
15.4691711112,0.0025690497,1.0000000000,0.7212850441,0.2534978519
13.8652211069,0.0036306748,1.0000000000,0.7212850441,0.2853064433
10.9701195453,0.0043301345,1.0000000000,0.7212850441,0.2771474430
8.1121914322,0.0060483992,1.0000000000,0.7212850441,0.2816720946
6.7115033586,0.0077182195,1.0000000000,0.7212850441,0.2894162904
4.9106266392,0.0097786133,1.0000000000,0.7212850441,0.2786516366
3.8862321319,0.0120905649,1.0000000000,0.7212850441,0.2756399554
3.2916938220,0.0148239529,1.0000000000,0.7212850441,0.2808964397
2.4856508006,0.0179608579,1.0000000000,0.7212850441,0.2686817091
1.7972012343,0.0209088423,1.0000000000,0.7212850441,0.2465005276
1.4596155431,0.0285399814,1.0000000000,0.7212850441,0.2595377812
1.3258039853,0.0412141953,1.0000000000,0.7212850441,0.2972470665
0.9575391287,0.0467562546,1.0000000000,0.7212850441,0.2690621620
0.7529614846,0.0662931800,1.0000000000,0.7212850441,0.2841026678
0.5738361638,0.0794852010,1.0000000000,0.7212850441,0.2715761335
0.4478436189,0.0985300242,1.0000000000,0.7212850441,0.2671172870
0.3927139426,0.1277340661,1.0000000000,0.7212850441,0.2848039667
408.6160866914,0.0001335269,1.0000000000,0.7212850441,0.2970274476
257.9989577505,0.0001624358,1.0000000000,0.7212850441,0.2603180710
256.2547166800,0.0002151343,1.0000000000,0.7212850441,0.2985694041
197.7664160386,0.0002772728,1.0000000000,0.7212850441,0.2977723713
152.9712482277,0.0003278850,1.0000000000,0.7212850441,0.2847870139
116.0087949260,0.0004215955,1.0000000000,0.7212850441,0.2812211303
83.9933278262,0.0005059384,1.0000000000,0.7212850441,0.2621354322
78.5909069543,0.0007006548,1.0000000000,0.7212850441,0.2983957961
55.6349452839,0.0008669738,1.0000000000,0.7212850441,0.2792745323
44.8014024748,0.0011016853,1.0000000000,0.7212850441,0.2825069120
34.0862207781,0.0012626088,1.0000000000,0.7212850441,0.2638021501
26.4046708434,0.0018254953,1.0000000000,0.7212850441,0.2791806041
20.3006196081,0.0021992278,1.0000000000,0.7212850441,0.2686855195
16.5070601282,0.0029719713,1.0000000000,0.7212850441,0.2816512445
13.4954206483,0.0037078635,1.0000000000,0.7212850441,0.2844523907
9.7919871163,0.0040123273,1.0000000000,0.7212850441,0.2520508103
9.2656541360,0.0060125612,1.0000000000,0.7212850441,0.3001389099
6.1581460340,0.0074204390,1.0000000000,0.7212850441,0.2718280674
5.4560623469,0.0096161609,1.0000000000,0.7212850441,0.2912695113
3.8100329163,0.0108998441,1.0000000000,0.7212850441,0.2591367531
3.1429235738,0.0157792880,1.0000000000,0.7212850441,0.2831816561
2.6667507812,0.0171824669,1.0000000000,0.7212850441,0.2722002242
2.0188292934,0.0245704377,1.0000000000,0.7212850441,0.2832114126
1.5040748721,0.0294917332,1.0000000000,0.7212850441,0.2678177649
1.2517159369,0.0388912640,1.0000000000,0.7212850441,0.2805649564
0.9584155517,0.0475148683,1.0000000000,0.7212850441,0.2713602283
0.7011510830,0.0613188200,1.0000000000,0.7212850441,0.2636678659
0.5491254266,0.0702453681,1.0000000000,0.7212850441,0.2497463376
0.4860830117,0.1056223324,1.0000000000,0.7212850441,0.2881294189
0.3846819877,0.1346603025,1.0000000000,0.7212850441,0.2894177905
