filename,tau,delta_p,dP_L,v,mu,rho,d,phi,f,Re_p,f_ergun,steps,converged,stalled,one_minus_phi
ergun_viscous_phi0.214_d10_Re5.3e-06,,,1.5069196211969005e-06,8.755318184747699e-08,0.1666567055,1.0,10,0.2136363636363636,1965831184.783687,5.253504897075802e-06,1810770725.7450416,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re6.7e-06,,,1.660028649808927e-06,1.0781956481732679e-07,0.1666567055,1.0,10,0.2136363636363636,1427974441.2578037,6.469560555265313e-06,1470407914.9656334,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re8.5e-06,,,2.2885878064523342e-06,1.40184503728063e-07,0.1666567055,1.0,10,0.2136363636363636,1164575267.679027,8.41157295816477e-06,1130929181.5229971,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re1.1e-05,,,2.7194162881676998e-06,1.768725595993497e-07,0.1666567055,1.0,10,0.2136363636363636,869270162.8715746,1.061298788240775e-05,896344529.646033,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re1.4e-05,,,3.5876797655493103e-06,2.181928932378047e-07,0.1666567055,1.0,10,0.2136363636363636,753585388.2484454,1.309235608511442e-05,726599087.2596474,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re1.7e-05,,,4.60782788990773e-06,2.976495011036568e-07,0.1666567055,1.0,10,0.2136363636363636,520098895.1182655,1.786003750708109e-05,532635760.1790804,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re2.2e-05,,,5.506105921482908e-06,3.704917209925632e-07,0.1666567055,1.0,10,0.2136363636363636,401132219.3338711,2.223083192968573e-05,427914497.3689385,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re2.8e-05,,,7.834456016530724e-06,4.612660372586692e-07,0.1666567055,1.0,10,0.2136363636363636,368218741.07690287,2.767761644362214e-05,343703586.5930207,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re3.6e-05,,,1.0607666185496882e-05,5.960948140771958e-07,0.1666567055,1.0,10,0.2136363636363636,298530808.58658373,3.576782658032297e-05,265962405.08130956,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re4.5e-05,,,1.2008129625570832e-05,7.357647923513828e-07,0.1666567055,1.0,10,0.2136363636363636,221818295.07597208,4.414852616604633e-05,215474879.70195,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re5.7e-05,,,1.5499531801157813e-05,9.503777692268884e-07,0.1666567055,1.0,10,0.2136363636363636,171603460.56456956,5.702607443100382e-05,166816676.00379518,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re7.3e-05,,,1.8695942931879265e-05,1.2128240554266443e-06,0.1666567055,1.0,10,0.2136363636363636,127101819.95141289,7.277379279687275e-05,130718793.66296127,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re9.2e-05,,,2.771724654828797e-05,1.4998091491075023e-06,0.1666567055,1.0,10,0.2136363636363636,123219115.7463901,8.999392761352182e-05,105706074.70216334,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re1.2e-04,,,2.7933508113424503e-05,1.948859783446461e-06,0.1666567055,1.0,10,0.2136363636363636,73546886.80863014,0.0001169385760746,81349619.23792976,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re1.5e-04,,,3.986996236226454e-05,2.4310062506811616e-06,0.1666567055,1.0,10,0.2136363636363636,67464246.5789713,0.0001458690931989,65215410.01179786,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re1.9e-04,,,5.258339358716874e-05,3.098634373353267e-06,0.1666567055,1.0,10,0.2136363636363636,54765611.64251173,0.0001859291748301,51164204.77637904,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re2.4e-04,,,6.471756698407309e-05,4.1133268300535445e-06,0.1666567055,1.0,10,0.2136363636363636,38250379.221740544,0.0002468143611571,38542842.17243425,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re3.0e-04,,,7.529173559687853e-05,4.99377521689573e-06,0.1666567055,1.0,10,0.2136363636363636,30191822.462473497,0.0002996444218619,31747410.364092324,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re3.9e-04,,,9.269554095741716e-05,6.293756562093997e-06,0.1666567055,1.0,10,0.2136363636363636,23401244.911756705,0.0003776479646115,25189982.00614457,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re4.9e-04,,,0.0001451610521478,8.456094830040728e-06,0.1666567055,1.0,10,0.2136363636363636,20300672.1724385,0.00050739601534,18748597.65874949,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re6.2e-04,,,0.0001489496626615,9.966902863136836e-06,0.1666567055,1.0,10,0.2136363636363636,14994054.070159156,0.0005980499154375,15906659.78571156,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re7.9e-04,,,0.0001881668954121,1.2454688450182707e-05,0.1666567055,1.0,10,0.2136363636363636,12130465.94507184,0.0007473259724423,12729381.76734763,0,True,False,0.7863636363636364
ergun_viscous_phi0.214_d10_Re1.0e-03,,,0.000227346256066,1.5182764104098562e-05,0.1666567055,1.0,10,0.2136363636363636,9862479.59821838,0.0009110202951958,10442161.125389878,0,True,False,0.7863636363636364
ergun_viscous_phi0.277_d6_Re1.0e-06,,,4.829494066080361e-07,2.887811476673951e-08,0.1666567055,1.0,6,0.2772727272727272,3474683173.2778354,1.0396742698147065e-06,3535260287.4872856,0,True,False,0.7227272727272728
ergun_viscous_phi0.277_d6_Re1.3e-06,,,6.00447734084759e-07,3.616213426803705e-08,0.1666567055,1.0,6,0.2772727272727272,2754979375.223515,1.3019146451819324e-06,2823164473.308438,0,True,False,0.7227272727272728
ergun_viscous_phi0.277_d6_Re1.6e-06,,,8.103497210699988e-07,4.7152805384079e-08,0.1666567055,1.0,6,0.2772727272727272,2186797982.024025,1.6976024544327384e-06,2165123635.063807,0,True,False,0.7227272727272728
ergun_viscous_phi0.277_d6_Re2.0e-06,,,1.0846846585389088e-06,5.6109878067521336e-08,0.1666567055,1.0,6,0.2772727272727272,2067169545.6863573,2.02007634433364e-06,1819495201.9896069,0,True,False,0.7227272727272728
ergun_viscous_phi0.277_d6_Re2.6e-06,,,1.1417147723425313e-06,7.132424043099083e-08,0.1666567055,1.0,6,0.2772727272727272,1346587442.108318,2.5678261267797886e-06,1431373880.9396455,0,True,False,0.7227272727272728
ergun_viscous_phi0.277_d6_Re3.3e-06,,,1.5614902593363878e-06,9.194827229670188e-08,0.1666567055,1.0,6,0.2772727272727272,1108162330.602543,3.310335651512152e-06,1110316197.4051845,0,True,False,0.7227272727272728
ergun_viscous_phi0.277_d6_Re4.2e-06,,,1.94571910005479e-06,1.1974411077030253e-07,0.1666567055,1.0,6,0.2772727272727272,814184942.0769889,4.311045645996015e-06,852581868.510234,0,True,False,0.7227272727272728
