filename,tau,delta_p,dP_L,v,mu,rho,d,phi,f,Re_p,f_ergun,steps,converged,stalled
ergun_full_phi0.150_d6_Re1.2e-03,,,0.00493738124448461,3.3057689232075146e-05,0.1666567055,1.0,6,0.15,27108340.25083395,0.00119014794392687,26981213.404314924,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re2.1e-03,,,0.008040930669393504,5.66413439553799e-05,0.1666567055,1.0,6,0.15,15038013.44978827,0.0020392102598732783,15747277.515241168,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re3.8e-03,,,0.015458066258782495,0.0001028432974877825,0.1666567055,1.0,6,0.15,8769088.007791389,0.0037025800016591295,8673072.013183767,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re6.8e-03,,,0.026790273065277804,0.00018209777019247413,0.1666567055,1.0,6,0.15,4847514.7024534475,0.006555911554094922,4898479.838149556,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re1.2e-02,,,0.05136833724055515,0.0003362818350630663,0.1666567055,1.0,6,0.15,2725460.8074332303,0.01210686965354897,2652745.756818795,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re2.2e-02,,,0.0926654073087501,0.000612200714413105,0.1666567055,1.0,6,0.15,1483478.3933602103,0.022040543016006216,1457351.8108442079,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re3.9e-02,,,0.15866789758799668,0.0010737362072448734,0.1666567055,1.0,6,0.15,825743.4194123148,0.03865681386260957,831112.1774824603,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re7.1e-02,,,0.32358442886855576,0.0020181324165781203,0.1666567055,1.0,6,0.15,476693.8494533907,0.07265710949427548,442394.89133409853,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re1.3e-01,,,0.548824036461418,0.0034170423731347825,0.1666567055,1.0,6,0.15,282022.42679516395,0.1230208780216689,261462.37891710832,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re2.3e-01,,,1.0315149245861621,0.006651335547491335,0.1666567055,1.0,6,0.15,139897.20921263087,0.2394623916584503,134537.41825539529,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re4.1e-01,,,1.705994939994282,0.01159146604057647,0.1666567055,1.0,6,0.15,76181.97977698492,0.41731771928888167,77387.17657823437,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re7.5e-01,,,3.5839929243952113,0.021627597454284928,0.1666567055,1.0,6,0.15,45972.89349282939,0.7786400453338468,41680.73514321625,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re1.3e+00,,,6.36646051804997,0.03933727926191783,0.1666567055,1.0,6,0.15,24685.428066977896,1.4162266970500446,23114.449108191762,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re2.4e+00,,,9.807496054933907,0.0678119941050013,0.1666567055,1.0,6,0.15,12796.652049154702,2.441377701601138,13593.605653880384,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re4.3e+00,,,19.65682971446778,0.12075674056838709,0.1666567055,1.0,6,0.15,8088.015250839351,4.3475024976437115,7826.846011183923,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re7.8e+00,,,34.99259531530368,0.20917159835749913,0.1666567055,1.0,6,0.15,4798.682039792165,7.530627623891165,4704.809117888689,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re1.4e+01,,,72.97904102635883,0.3964681781248827,0.1666567055,1.0,6,0.15,2785.689661658163,14.273707509172478,2690.4093072625133,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re2.5e+01,,,130.6521798201813,0.6799847676245531,0.1666567055,1.0,6,0.15,1695.3897064722448,24.480914785317886,1752.4201200737932,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re4.6e+01,,,284.10270076774896,1.2518715433673526,0.1666567055,1.0,6,0.15,1087.694863677313,45.0700692640544,1153.2116030103336,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re8.2e+01,,,763.5306077713044,2.405620384183654,0.1666567055,1.0,6,0.15,791.6323102330465,86.6075101016678,811.5066370633132,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re1.5e+02,,,1858.722036820426,4.1511688498822625,0.1666567055,1.0,6,0.15,647.1797214357459,149.45101083432598,655.6011885346196,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re2.7e+02,,,5956.872785565595,7.75950938750803,0.1666567055,1.0,6,0.15,593.6097834681766,279.3590344016982,555.6864097787346,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re4.8e+02,,,13934.006246818286,13.576081994159802,0.1666567055,1.0,6,0.15,453.6055364988643,488.7681639966105,506.4387822182004,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re8.6e+02,,,47539.09445146507,24.017048309331187,0.1666567055,1.0,6,0.15,494.4961241101853,864.665417593936,477.87777716861734,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re1.6e+03,,,147372.4360831461,44.48784335145126,0.1666567055,1.0,6,0.15,446.77082715354175,1601.658086951128,460.7894086635163,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re2.8e+03,,,474651.40420728765,82.07648272048682,0.1666567055,1.0,6,0.15,422.7547990192629,2954.9299852379536,451.6077024865452,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re5.0e+03,,,1469123.7380190266,137.14508957161186,0.1666567055,1.0,6,0.15,468.6505181714737,4937.518325235771,447.2442327778216,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re9.1e+03,,,5205939.706954479,252.20719668898812,0.1666567055,1.0,6,0.15,491.06098938426913,9080.001765269077,444.27720603460625,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re1.6e+04,,,14859120.105402142,455.92529184683013,0.1666567055,1.0,6,0.15,428.9009161623488,16414.291539448324,442.6970305406349,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re2.9e+04,,,45404685.89082851,806.9329245579269,0.1666567055,1.0,6,0.15,418.3859135640307,29051.3215944231,441.84606433184643,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re5.3e+04,,,151775098.89380965,1413.9339222021154,0.1666567055,1.0,6,0.15,455.5054180192952,50904.66361830662,441.37154956705746,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re9.5e+04,,,568071614.7661341,2691.32942327087,0.1666567055,1.0,6,0.15,470.5660823457806,96893.65028054763,441.07214647288254,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re1.7e+05,,,1732463723.241845,4654.601029526063,0.1666567055,1.0,6,0.15,479.78921060703345,167575.65255696463,440.93236231953904,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re3.1e+05,,,5739856549.189944,8497.455858362197,0.1666567055,1.0,6,0.15,476.9517587000655,305926.6952218324,440.84570415718224,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re5.6e+05,,,16426544976.269423,15230.48376001572,0.1666567055,1.0,6,0.15,424.88371111745187,548330.187410877,440.7993023735824,0,TRUE,FALSE
ergun_full_phi0.150_d6_Re1.0e+06,,,60577727681.50101,27985.041433036207,0.1666567055,1.0,6,0.15,464.1008036831543,1007521.7081392338,440.77261212460445,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.0e-06,,,8.70330281589896e-07,1.6746365259247503e-08,0.1666567055,1.0,10,0.15,31034372981.243397,1.0048419719449874e-06,31956379660.20782,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.8e-06,,,1.437844507848969e-06,2.8818237200125212e-08,0.1666567055,1.0,10,0.15,17313190175.579323,1.7291975809593339e-06,18569949568.99266,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re3.2e-06,,,3.083045631059491e-06,5.482901727135703e-08,0.1666567055,1.0,10,0.15,10255551713.158274,3.289937665985905e-06,9760401509.460773,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re5.8e-06,,,4.9066863325930916e-06,9.674748232437448e-08,0.1666567055,1.0,10,0.15,5242144060.172518,5.805195898605741e-06,5531443594.764773,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.1e-05,,,9.018802955622157e-06,1.7966939681171996e-07,0.1666567055,1.0,10,0.15,2793834518.8330755,1.0780808145263615e-05,2978544412.4390635,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.9e-05,,,1.7025173962660883e-05,3.084097440256312e-07,0.1666567055,1.0,10,0.15,1789927236.13566,1.8505690671152215e-05,1735202421.6734407,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re3.4e-05,,,2.8926054068181346e-05,5.301771047033182e-07,0.1666567055,1.0,10,0.15,1029075539.4750961,3.181252762153745e-05,1009386161.1439042,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re6.1e-05,,,5.3992097053412894e-05,1.003410711257795e-06,0.1666567055,1.0,10,0.15,536256698.7669715,6.020824114141598e-05,533334590.7234506,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.1e-04,,,9.91419190616733e-05,1.8339592484990332e-06,0.1666567055,1.0,10,0.15,294766387.35218114,0.00011004413191757431,291802561.8675911,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re2.0e-04,,,0.00017408082180913524,3.3786202758964854e-06,0.1666567055,1.0,10,0.15,152500813.4300304,0.0002027293330778392,158394446.3027373,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re3.6e-04,,,0.0003449652086247969,6.216243544911646e-06,0.1666567055,1.0,10,0.15,89272820.07793814,0.00037299690560075574,86089924.67196093,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re6.4e-04,,,0.0006238828440805636,1.0998318287111938e-05,0.1666567055,1.0,10,0.15,51576334.709497504,0.0006599385397734229,48658170.47741568,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.2e-03,,,0.001103387519167476,1.9765779041967446e-05,0.1666567055,1.0,10,0.15,28242308.643638954,0.0011860176272335736,27075174.17957788,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re2.1e-03,,,0.0017356622110754334,3.483025268520822e-05,0.1666567055,1.0,10,0.15,14307111.367413824,0.0020899400705606903,15365049.3070028,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re3.8e-03,,,0.0032086475092067287,6.23062189933474e-05,0.1666567055,1.0,10,0.15,8265311.299507966,0.0037385965843028984,8589522.335137634,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re6.8e-03,,,0.005850625669113528,0.00010791289893382113,0.1666567055,1.0,10,0.15,5024068.977768459,0.0064751609369729885,4959562.440366392,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.2e-02,,,0.010132325343888571,0.00019930658077346822,0.1666567055,1.0,10,0.15,2550737.9817582425,0.011959109606511946,2685516.149166302,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re2.2e-02,,,0.01919077275699236,0.0003537196901131479,0.1666567055,1.0,10,0.15,1533818.5687775582,0.02122444992848775,1513370.9330097586,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re3.9e-02,,,0.03799031956632253,0.0006641108118050625,0.1666567055,1.0,10,0.15,861374.1719574742,0.039849030365301595,806259.8740231342,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re7.1e-02,,,0.06671590341332122,0.001182239131676261,0.1666567055,1.0,10,0.15,477329.9783874375,0.07093858768714595,453101.44569765154,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.3e-01,,,0.1261022516726944,0.002220627160550829,0.1666567055,1.0,10,0.15,255724.03393141073,0.13324559332242583,241432.65882548442,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re2.3e-01,,,0.20377061921667838,0.003570325132038392,0.1666567055,1.0,10,0.15,159854.92873246307,0.2142323119448915,150329.9466200634,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re4.1e-01,,,0.3832085612437591,0.006970580095449369,0.1666567055,1.0,10,0.15,78867.37014955758,0.4182598038606595,77213.86312715281,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re7.5e-01,,,0.692243529930556,0.012560296122041976,0.1666567055,1.0,10,0.15,43879.24520221549,0.7536628114877727,43047.47497474385,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.3e+00,,,1.20872933809058,0.022575842253442342,0.1666567055,1.0,10,0.15,23715.983510131166,1.3546314974672495,24145.424391718265,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re2.4e+00,,,2.087032276115819,0.03802116538434993,0.1666567055,1.0,10,0.15,14437.045226662753,2.2814062758698856,14515.880031250212,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re4.3e+00,,,4.228380175571589,0.07073738086333332,0.1666567055,1.0,10,0.15,8450.376849593895,4.2444965326242645,8006.092924279368,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re7.8e+00,,,7.689938843096688,0.12932352168683597,0.1666567055,1.0,10,0.15,4597.988075908396,7.759875085664403,4578.837134899611,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.4e+01,,,14.19358445817206,0.22892308359567,0.1666567055,1.0,10,0.15,2708.400665897,13.73620598756346,2778.439457561383,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re2.5e+01,,,28.304482084843613,0.42259840070345744,0.1666567055,1.0,10,0.15,1584.891419816068,25.35741957910343,1707.0805988220923,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re4.6e+01,,,66.73091578853067,0.7679179813512007,0.1666567055,1.0,10,0.15,1131.6116526934843,46.07783281490589,1137.6292259284246,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re8.2e+01,,,131.0927942206833,1.3221108287445216,0.1666567055,1.0,10,0.15,749.9686263581002,79.33139112392459,845.5125549769231,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.5e+02,,,404.42060277345104,2.5044941963580443,0.1666567055,1.0,10,0.15,644.7527644029518,150.27863348457012,654.4178974099099,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re2.7e+02,,,1062.7749985887913,4.369676794967168,0.1666567055,1.0,10,0.15,556.5993546739904,262.19627838300016,563.2104848162276,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re4.8e+02,,,3582.2617417578163,8.439960625145906,0.1666567055,1.0,10,0.15,502.8940228217047,506.42790518536356,504.1478136573837,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re8.6e+02,,,9230.677080702764,14.425190366471128,0.1666567055,1.0,10,0.15,443.5988911201884,865.5631541012988,477.83925973263524,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.6e+03,,,35695.563473697686,27.212914806733107,0.1666567055,1.0,10,0.15,482.0189560684634,1632.8724802935162,460.40615337929484,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re2.8e+03,,,104978.49501113174,48.14289703913086,0.1666567055,1.0,10,0.15,452.9350201127055,2888.7464740583664,451.85667334316076,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re5.0e+03,,,338917.8338077876,86.27667417999196,0.1666567055,1.0,10,0.15,455.3104636346124,5176.909859171071,446.9434972083322,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re9.1e+03,,,1044260.0548363011,153.90713005608256,0.1666567055,1.0,10,0.15,440.85034593318153,9234.979750399696,444.21785839329675,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.6e+04,,,3157311.570329725,260.2469855274599,0.1666567055,1.0,10,0.15,466.17182935605683,15615.752438323576,442.79706887721306,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re2.9e+04,,,9321977.5737974,462.0592086307165,0.1666567055,1.0,10,0.15,436.6292177702877,27725.209570443385,441.89893256719114,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re5.3e+04,,,32156144.089645248,876.1175056603915,0.1666567055,1.0,10,0.15,418.92786647871304,52570.19230230682,441.3515642836044,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re9.5e+04,,,114084900.81488928,1616.3465346660912,0.1666567055,1.0,10,0.15,436.6758921816217,96986.58867741095,441.0718288999286,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.7e+05,,,359753746.40427095,2819.508839292519,0.1666567055,1.0,10,0.15,452.54149200903197,169180.64177696823,440.93054443680103,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re3.1e+05,,,1214504053.8565545,5069.617871067492,0.1666567055,1.0,10,0.15,472.5508172956784,304195.25310174166,440.84630159609173,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re5.6e+05,,,3767948287.9577394,9355.838004519585,0.1666567055,1.0,10,0.15,430.4666860991298,561383.8324986921,440.79794066217096,0,TRUE,FALSE
ergun_full_phi0.150_d10_Re1.0e+06,,,10204736842.464314,15721.402470375988,0.1666567055,1.0,10,0.15,412.87561918422296,943340.5288559473,440.77478052820766,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re1.0e-06,,,1.2605663149742323e-06,2.869668168309694e-08,0.1666567055,1.0,6,0.21363636363636362,9184459159.899935,1.033142288406641e-06,9207727131.382605,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re1.8e-06,,,2.3703775876054764e-06,4.957947244477554e-08,0.1666567055,1.0,6,0.21363636363636362,5785820819.879774,1.7849676901758582e-06,5329447943.515709,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re3.2e-06,,,3.704366104267852e-06,8.661605811951128e-08,0.1666567055,1.0,6,0.21363636363636362,2962567960.1526933,3.1183644675915407e-06,3050603184.042322,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re5.8e-06,,,7.2449730691243424e-06,1.5976135017239685e-07,0.1666567055,1.0,6,0.21363636363636362,1703117382.4275963,5.751752371190255e-06,1653912117.8359866,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re1.1e-05,,,1.2212814998374566e-05,2.8595852447238127e-07,0.1666567055,1.0,6,0.21363636363636362,896109195.3751429,1.029512218957363e-05,924019493.0729322,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re1.9e-05,,,2.2857285977666395e-05,5.004423570108494e-07,0.1666567055,1.0,6,0.21363636363636362,547605486.3385836,1.801700167452966e-05,527995437.2215244,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re3.4e-05,,,4.164646949791012e-05,9.684774026661161e-07,0.1666567055,1.0,6,0.21363636363636362,266409960.09434426,3.4867270408130664e-05,272831711.3264833,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re6.1e-05,,,7.059883269909832e-05,1.7101480662195194e-06,0.1666567055,1.0,6,0.21363636363636362,144837607.8841825,6.156901017893406e-05,154507938.25736952,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re1.1e-04,,,0.00014250593348282835,3.020491083164007e-06,0.1666567055,1.0,6,0.21363636363636362,93719309.84223579,0.00010874417830720914,87479694.35665303,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re2.0e-04,,,0.0002737255580258532,5.537481593799779e-06,0.1666567055,1.0,6,0.21363636363636362,53560177.65374614,0.0001993612526007762,47716996.89159894,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re3.6e-04,,,0.00043958478955170854,9.696317492278756e-06,0.1666567055,1.0,6,0.21363636363636362,28053060.747954365,0.00034908829368208375,27250817.557075992,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re6.4e-04,,,0.0008049307732616635,1.776785360277555e-05,0.1666567055,1.0,6,0.21363636363636362,15298182.838742832,0.0006396809615119466,14871448.40588538,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re1.2e-03,,,0.0013774043085346248,3.216676406257227e-05,0.1666567055,1.0,6,0.21363636363636362,7987262.1805328615,0.0011580727207849046,8214558.039437761,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re2.1e-03,,,0.0028969469274163478,5.643083063876455e-05,0.1666567055,1.0,6,0.21363636363636362,5458318.872985816,0.0020316313275050746,4682532.081496211,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re3.8e-03,,,0.004141881547528823,0.0001040236075562564,0.1666567055,1.0,6,0.21363636363636362,2296598.636490957,0.0037450737038452883,2540249.2576880264,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re6.8e-03,,,0.008387012207062786,0.0001840807037831514,0.1666567055,1.0,6,0.21363636363636362,1485053.1364768383,0.006627301430118024,1435550.7412548675,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re1.2e-02,,,0.015693332755720456,0.0003328613711680946,0.1666567055,1.0,6,0.21363636363636362,849844.8327398516,0.011983725593378944,793958.722387331,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re2.2e-02,,,0.027404848962006578,0.0006268406539988484,0.1666567055,1.0,6,0.21363636363636362,418470.0232715395,0.022567612342445413,421669.6510993676,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re3.9e-02,,,0.045240568366779886,0.0010796022959499508,0.1666567055,1.0,6,0.21363636363636362,232890.4627589993,0.038868005678293606,244889.7909453187,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re7.1e-02,,,0.07905095629791432,0.0019302591666441593,0.1666567055,1.0,6,0.21363636363636362,127299.62705654382,0.06949348341621307,137030.11643334542,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re1.3e-01,,,0.17578164100404917,0.0036791407329991306,0.1666567055,1.0,6,0.21363636363636362,77916.95351577022,0.13245698294446834,71959.86417858541,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re2.3e-01,,,0.2562154558531722,0.006151877156268593,0.1666567055,1.0,6,0.21363636363636362,40620.12593032717,0.22148081486953164,43092.449887344985,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re4.1e-01,,,0.4603378366383366,0.010905640326911527,0.1666567055,1.0,6,0.21363636363636362,23223.38821214356,0.392626517877909,24369.99335576185,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re7.5e-01,,,0.7923584660614179,0.018859927527721025,0.1666567055,1.0,6,0.21363636363636362,13365.737081525516,0.6789979726697895,14151.327642806988,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re1.3e+00,,,1.711793529262679,0.038746137246996375,0.1666567055,1.0,6,0.21363636363636362,6841.412956071291,1.3949443125285965,6960.685140994841,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re2.4e+00,,,3.0667609690430617,0.06883106699852468,0.1666567055,1.0,6,0.21363636363636362,3883.847544379173,2.4780665185485025,3979.9718668122205,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re4.3e+00,,,6.048424078035354,0.12732358461477253,0.1666567055,1.0,6,0.21363636363636362,2238.5962393741015,4.5839230134585565,2216.408496384177,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re7.8e+00,,,11.988607327033598,0.21493716616370848,0.1666567055,1.0,6,0.21363636363636362,1557.029886514478,7.738200470921051,1370.4770437331872,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re1.4e+01,,,19.382616834967806,0.38759683501408215,0.1666567055,1.0,6,0.21363636363636362,774.1109606857794,13.954320068354482,822.8520298242853,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re2.5e+01,,,42.952974971972196,0.7088551731104865,0.1666567055,1.0,6,0.21363636363636362,512.8961901456556,25.5203115044352,513.8930748498625,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re4.6e+01,,,93.60116439963541,1.3096009340126302,0.1666567055,1.0,6,0.21363636363636362,327.4572041688778,47.14845154595824,342.90007166582984,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re8.2e+01,,,241.80564689764608,2.3391048136932717,0.1666567055,1.0,6,0.21363636363636362,265.1662969622803,84.21280643976027,254.09792935259642,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re1.5e+02,,,563.8263380485494,4.028887315721801,0.1666567055,1.0,6,0.21363636363636362,208.4137500882408,145.0486124864073,206.7195588873766,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re2.7e+02,,,1735.186234487476,7.21738258170332,0.1666567055,1.0,6,0.21363636363636362,199.86552549430505,259.84130287646855,177.74578657513405,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re4.8e+02,,,4472.990711816986,13.042128895114866,0.1666567055,1.0,6,0.21363636363636362,157.78011588787666,469.5447035024294,161.39521593353703,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re8.6e+02,,,13475.606057834199,23.22496817728973,0.1666567055,1.0,6,0.21363636363636362,149.89574384990644,836.1488284894626,152.51242607718825,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re1.6e+03,,,47508.04385976164,43.16028918467939,0.1666567055,1.0,6,0.21363636363636362,153.02053192957527,1553.8632803951375,147.25748471750268,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re2.8e+03,,,139005.04623174804,76.30027850208079,0.1666567055,1.0,6,0.21363636363636362,143.26152523545562,2746.9742044821874,144.59843774472571,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re5.0e+03,,,411365.93807240267,134.07382392519688,0.1666567055,1.0,6,0.21363636363636362,137.30665481018704,4826.946153397837,143.10618283994546,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re9.1e+03,,,1866826.2852592731,273.5415547089724,0.1666567055,1.0,6,0.21363636363636362,149.6954277745347,9848.084559992903,142.10135758484992,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re1.6e+04,,,4332998.42517715,442.8498021088314,0.1666567055,1.0,6,0.21363636363636362,132.56438815177333,15943.545773818192,141.73205490211276,0,TRUE,FALSE
ergun_full_phi0.214_d6_Re2.9e+04,,,14795519.108265407,792.5851684286596,0.1666567055,1.0,6,0.21363636363636362,141.31542704677187,28534.771501120053,141.4687728405525,0,TRUE,FALSE
