π1,π2,π3,π4,f
1.2359533780,0.0375889271,0.2513368984,0.9251336898,0.2732514623
0.9579239794,0.0462754646,0.2513368984,0.9251336898,0.2669146441
0.8309633072,0.0724638489,0.2513368984,0.9251336898,0.3110878919
0.6137353995,0.0743535119,0.2513368984,0.9251336898,0.2708150623
0.4965109675,0.0939278635,0.2513368984,0.9251336898,0.2737745858
0.4036727086,0.1134830342,0.2513368984,0.9251336898,0.2713386434
163.9519643015,0.0000600284,0.3262032086,0.8502673797,0.1257674133
128.5205190444,0.0000737875,0.3262032086,0.8502673797,0.1234551444
100.9346740092,0.0000985276,0.3262032086,0.8502673797,0.1264243087
94.8768165948,0.0001311418,0.3262032086,0.8502673797,0.1414106426
61.4120188746,0.0001371608,0.3262032086,0.8502673797,0.1163518242
50.2714511388,0.0001865997,0.3262032086,0.8502673797,0.1227856636
36.7777583816,0.0002315240,0.3262032086,0.8502673797,0.1169828197
31.8279016899,0.0003176131,0.3262032086,0.8502673797,0.1274631571
25.2758559136,0.0003718137,0.3262032086,0.8502673797,0.1228986463
22.2809388817,0.0005226373,0.3262032086,0.8502673797,0.1368038907
15.1833752710,0.0005778712,0.3262032086,0.8502673797,0.1187493321
12.1462322733,0.0007284099,0.3262032086,0.8502673797,0.1192450054
9.7925325133,0.0010077341,0.3262032086,0.8502673797,0.1259366055
7.4871036144,0.0011964832,0.3262032086,0.8502673797,0.1199890759
5.8505411127,0.0014344413,0.3262032086,0.8502673797,0.1161370795
4.4633469163,0.0022634155,0.3262032086,0.8502673797,0.1274218631
3.4718499687,0.0022929212,0.3262032086,0.8502673797,0.1131114389
2.9382338700,0.0030885296,0.3262032086,0.8502673797,0.1207676322
2.1660512456,0.0038954446,0.3262032086,0.8502673797,0.1164513061
1.9788787263,0.0052938786,0.3262032086,0.8502673797,0.1297561837
1.3527793483,0.0064680492,0.3262032086,0.8502673797,0.1185855099
1.0792679404,0.0079809096,0.3262032086,0.8502673797,0.1176582325
0.9528906377,0.0096406462,0.3262032086,0.8502673797,0.1215083399
0.6713751202,0.0122330707,0.3262032086,0.8502673797,0.1148898998
0.5695867585,0.0171490010,0.3262032086,0.8502673797,0.1252941634
0.4092188674,0.0192182387,0.3262032086,0.8502673797,0.1124258299
0.3407436817,0.0287247764,0.3262032086,0.8502673797,0.1254219993
0.2790177983,0.0344109508,0.3262032086,0.8502673797,0.1242212159
0.2127205730,0.0439702695,0.3262032086,0.8502673797,0.1226071496
0.1772260380,0.0556564228,0.3262032086,0.8502673797,0.1259078751
172.7211897372,0.0000628847,0.3262032086,0.8502673797,0.1321225330
110.0809478823,0.0000620874,0.3262032086,0.8502673797,0.1048067282
104.5704177114,0.0000932908,0.3262032086,0.8502673797,0.1252146964
80.3322828833,0.0001126143,0.3262032086,0.8502673797,0.1205794541
65.8652215313,0.0001504979,0.3262032086,0.8502673797,0.1262190218
49.9210244010,0.0001801930,0.3262032086,0.8502673797,0.1202381330
36.2606977079,0.0002305183,0.3262032086,0.8502673797,0.1159050287
30.5604688230,0.0003091183,0.3262032086,0.8502673797,0.1232179200
24.8119435051,0.0003620098,0.3262032086,0.8502673797,0.1201495183
20.5506266596,0.0004794757,0.3262032086,0.8502673797,0.1258424939
14.6329120565,0.0005932083,0.3262032086,0.8502673797,0.1181137571
12.5598768735,0.0007515738,0.3262032086,0.8502673797,0.1231714361
9.1024180866,0.0009924487,0.3262032086,0.8502673797,0.1204935825
7.1901910818,0.0012222002,0.3262032086,0.8502673797,0.1188427991
5.7472318657,0.0015403400,0.3262032086,0.8502673797,0.1192804138
4.2305144460,0.0018507551,0.3262032086,0.8502673797,0.1121766730
3.5156826942,0.0025292167,0.3262032086,0.8502673797,0.1195444299
2.7782143540,0.0031637129,0.3262032086,0.8502673797,0.1188537514
2.1126000653,0.0038649914,0.3262032086,0.8502673797,0.1145550913
1.5713144534,0.0048767403,0.3262032086,0.8502673797,0.1109756893
1.4585233548,0.0063769018,0.3262032086,0.8502673797,0.1222624356
1.0683763550,0.0087400831,0.3262032086,0.8502673797,0.1225043187
0.8138618801,0.0096752094,0.3262032086,0.8502673797,0.1124959860
0.6868276640,0.0131925786,0.3262032086,0.8502673797,0.1206758095
0.5281938342,0.0182897720,0.3262032086,0.8502673797,0.1246040893
0.4917949345,0.0226046972,0.3262032086,0.8502673797,0.1336665868
0.3239175055,0.0256623943,0.3262032086,0.8502673797,0.1155838834
0.2515515610,0.0359012690,0.3262032086,0.8502673797,0.1204758208
0.2123269740,0.0436898355,0.3262032086,0.8502673797,0.1221024211
0.1677154253,0.0597632609,0.3262032086,0.8502673797,0.1269214814
97.9307044618,0.0000305443,0.4010695187,0.7754010695,0.0693355241
62.9709250783,0.0000363542,0.4010695187,0.7754010695,0.0606567393
50.4464092259,0.0000421829,0.4010695187,0.7754010695,0.0584810060
38.9527755513,0.0000554994,0.4010695187,0.7754010695,0.0589447217
33.7384542882,0.0000733882,0.4010695187,0.7754010695,0.0630822358
24.0721880020,0.0000902285,0.4010695187,0.7754010695,0.0590827963
20.4130497896,0.0001259695,0.4010695187,0.7754010695,0.0642862583
15.3653377534,0.0001368181,0.4010695187,0.7754010695,0.0581265088
12.1349620760,0.0001966160,0.4010695187,0.7754010695,0.0619241570
9.9738241103,0.0002492777,0.4010695187,0.7754010695,0.0632126531
7.1560388942,0.0002661506,0.4010695187,0.7754010695,0.0553262875
6.0619154857,0.0003679072,0.4010695187,0.7754010695,0.0598694873
4.6196940461,0.0004533912,0.4010695187,0.7754010695,0.0580195893
3.6333298563,0.0005680665,0.4010695187,0.7754010695,0.0575948309
3.0092331793,0.0007562591,0.4010695187,0.7754010695,0.0604776220
2.1523845579,0.0009703460,0.4010695187,0.7754010695,0.0579368285
1.7386738687,0.0011885229,0.4010695187,0.7754010695,0.0576294291
1.3853948691,0.0015940560,0.4010695187,0.7754010695,0.0595758239
0.9964502634,0.0019677912,0.4010695187,0.7754010695,0.0561369492
0.8798828651,0.0025986678,0.4010695187,0.7754010695,0.0606204694
0.7134683193,0.0032490691,0.4010695187,0.7754010695,0.0610377202
0.6270052336,0.0043098252,0.4010695187,0.7754010695,0.0659017419
0.4639734665,0.0051652599,0.4010695187,0.7754010695,0.0620617686
0.3674133072,0.0066743223,0.4010695187,0.7754010695,0.0627787282
0.2694868445,0.0082389894,0.4010695187,0.7754010695,0.0597361517
0.2196974470,0.0111038673,0.4010695187,0.7754010695,0.0626153947
0.1428612752,0.0113681956,0.4010695187,0.7754010695,0.0510898367
0.1335334829,0.0166662219,0.4010695187,0.7754010695,0.0598060546
0.1073238696,0.0219870843,0.4010695187,0.7754010695,0.0615833724
0.0773299469,0.0278387809,0.4010695187,0.7754010695,0.0588207351
95.3132468432,0.0000295245,0.4010695187,0.7754010695,0.0672510593
62.9549074476,0.0000366432,0.4010695187,0.7754010695,0.0608895829
47.5217756334,0.0000473662,0.4010695187,0.7754010695,0.0601467216
41.5046177588,0.0000548278,0.4010695187,0.7754010695,0.0604755894
29.2169246246,0.0000709826,0.4010695187,0.7754010695,0.0577330802
22.3669207567,0.0000922102,0.4010695187,0.7754010695,0.0575736781
19.4595380381,0.0001216823,0.4010695187,0.7754010695,0.0616895212
16.2450624966,0.0001530482,0.4010695187,0.7754010695,0.0632129913
13.4894872205,0.0001887696,0.4010695187,0.7754010695,0.0639727804
9.2395196897,0.0002269365,0.4010695187,0.7754010695,0.0580508199
7.6867590423,0.0003192096,0.4010695187,0.7754010695,0.0627973185
6.3381276062,0.0004243533,0.4010695187,0.7754010695,0.0657469724
4.7701569773,0.0005239598,0.4010695187,0.7754010695,0.0633792056
3.7188299541,0.0005968145,0.4010695187,0.7754010695,0.0597247468
2.8159415334,0.0007774828,0.4010695187,0.7754010695,0.0593183020
2.2858194547,0.0010004504,0.4010695187,0.7754010695,0.0606247871
1.7254874123,0.0012563224,0.4010695187,0.7754010695,0.0590252632
1.3587621040,0.0014829117,0.4010695187,0.7754010695,0.0569063654
1.2025857513,0.0020457990,0.4010695187,0.7754010695,0.0628812252
0.9071930959,0.0026084183,0.4010695187,0.7754010695,0.0616694350
0.6468888680,0.0027848376,0.4010695187,0.7754010695,0.0538079275
0.5903163252,0.0041535645,0.4010695187,0.7754010695,0.0627746586
0.4191016734,0.0053916363,0.4010695187,0.7754010695,0.0602631011
0.3413240127,0.0063201923,0.4010695187,0.7754010695,0.0588816612
0.2621033432,0.0080551996,0.4010695187,0.7754010695,0.0582513397
0.2151020169,0.0093239811,0.4010695187,0.7754010695,0.0567746438
0.1780582983,0.0142811840,0.4010695187,0.7754010695,0.0639285277
0.1380456547,0.0182080599,0.4010695187,0.7754010695,0.0635586541
0.1018318241,0.0209205613,0.4010695187,0.7754010695,0.0585140170
0.0923963584,0.0247679727,0.4010695187,0.7754010695,0.0606462767
48.9920053469,0.0000171485,0.4759358289,0.7005347594,0.0367457777
36.3068946404,0.0000192330,0.4759358289,0.7005347594,0.0335003742
26.8082818132,0.0000225696,0.4759358289,0.7005347594,0.0311836921
21.8814571773,0.0000296503,0.4759358289,0.7005347594,0.0322912094
16.3834287225,0.0000404721,0.4759358289,0.7005347594,0.0326446402
13.8248934382,0.0000483493,0.4759358289,0.7005347594,0.0327761171
10.1090949045,0.0000604793,0.4759358289,0.7005347594,0.0313466286
7.2721738440,0.0000740586,0.4759358289,0.7005347594,0.0294205911
6.7705121114,0.0001023469,0.4759358289,0.7005347594,0.0333718050
5.4277860352,0.0001234982,0.4759358289,0.7005347594,0.0328226162
3.9643052382,0.0001700857,0.4759358289,0.7005347594,0.0329191750
3.2184711015,0.0001859155,0.4759358289,0.7005347594,0.0310108766
2.4431234325,0.0002708073,0.4759358289,0.7005347594,0.0326087691
2.0116891014,0.0003332764,0.4759358289,0.7005347594,0.0328257160
1.4635108103,0.0004079265,0.4759358289,0.7005347594,0.0309756503
1.2401331981,0.0005238355,0.4759358289,0.7005347594,0.0323119453
0.9709420879,0.0006504431,0.4759358289,0.7005347594,0.0318590495
0.6942301187,0.0008363918,0.4759358289,0.7005347594,0.0305483745
0.6188764579,0.0012467853,0.4759358289,0.7005347594,0.0352151308
0.4916720260,0.0012820566,0.4759358289,0.7005347594,0.0318289880
0.3531124032,0.0016773326,0.4759358289,0.7005347594,0.0308530121
0.2950644501,0.0021148477,0.4759358289,0.7005347594,0.0316686445
0.2193799885,0.0027671191,0.4759358289,0.7005347594,0.0312351730
0.1741616795,0.0037758795,0.4759358289,0.7005347594,0.0325099910
0.1540989116,0.0047916974,0.4759358289,0.7005347594,0.0344489480
0.1125607766,0.0058879722,0.4759358289,0.7005347594,0.0326368248
0.0981235992,0.0078036991,0.4759358289,0.7005347594,0.0350807183
0.0675484835,0.0092645030,0.4759358289,0.7005347594,0.0317139509
0.0588577561,0.0112630098,0.4759358289,0.7005347594,0.0326407829
0.0412421764,0.0130431900,0.4759358289,0.7005347594,0.0294031720
46.6899653094,0.0000155523,0.4759358289,0.7005347594,0.0341617996
34.6853079930,0.0000204318,0.4759358289,0.7005347594,0.0337487176
25.5207522785,0.0000235253,0.4759358289,0.7005347594,0.0310631667
21.9303704647,0.0000309738,0.4759358289,0.7005347594,0.0330408671
16.7271815819,0.0000401165,0.4759358289,0.7005347594,0.0328400754
12.7508460400,0.0000490704,0.4759358289,0.7005347594,0.0317110631
10.6305134471,0.0000641367,0.4759358289,0.7005347594,0.0331025797
8.6687630325,0.0000764737,0.4759358289,0.7005347594,0.0326412025
5.9735888877,0.0000897233,0.4759358289,0.7005347594,0.0293495736
4.8844581453,0.0001275571,0.4759358289,0.7005347594,0.0316440459
4.0569836873,0.0001530393,0.4759358289,0.7005347594,0.0315889056
3.4063898667,0.0002195852,0.4759358289,0.7005347594,0.0346721030
2.5703666315,0.0002619843,0.4759358289,0.7005347594,0.0328977865
1.9386569812,0.0003489746,0.4759358289,0.7005347594,0.0329745522
1.4652005189,0.0004170024,0.4759358289,0.7005347594,0.0313364128
1.1892056850,0.0005353557,0.4759358289,0.7005347594,0.0319875662
0.8855031608,0.0006536978,0.4759358289,0.7005347594,0.0305010692
0.8263421644,0.0008788875,0.4759358289,0.7005347594,0.0341647371
0.5897603720,0.0010460428,0.4759358289,0.7005347594,0.0314879231
0.4533331889,0.0013161906,0.4759358289,0.7005347594,0.0309670363
0.3345150125,0.0016861623,0.4759358289,0.7005347594,0.0301084905
0.2984766179,0.0022164560,0.4759358289,0.7005347594,0.0326074022
0.2217550026,0.0026590185,0.4759358289,0.7005347594,0.0307842714
0.1901141264,0.0035063263,0.4759358289,0.7005347594,0.0327314197
0.1522137434,0.0044767685,0.4759358289,0.7005347594,0.0330933503
0.1146405245,0.0052708621,0.4759358289,0.7005347594,0.0311631531
0.0832540250,0.0067687283,0.4759358289,0.7005347594,0.0300945355
0.0685034390,0.0093058190,0.4759358289,0.7005347594,0.0320084742
0.0526832081,0.0104141407,0.4759358289,0.7005347594,0.0296947254
0.0456254912,0.0140688108,0.4759358289,0.7005347594,0.0321191436
25.3345170160,0.0000080060,0.5508021390,0.6256684492,0.0180548835
23.0517023760,0.0000123999,0.5508021390,0.6256684492,0.0214334896
16.4562015066,0.0000146960,0.5508021390,0.6256684492,0.0197149820
12.9317973672,0.0000185241,0.5508021390,0.6256684492,0.0196213732
10.0111873731,0.0000210339,0.5508021390,0.6256684492,0.0183964499
7.6409045165,0.0000284632,0.5508021390,0.6256684492,0.0186958604
5.8931373502,0.0000344008,0.5508021390,0.6256684492,0.0180504893
4.6176134504,0.0000432321,0.5508021390,0.6256684492,0.0179119671
3.7969528522,0.0000502743,0.5508021390,0.6256684492,0.0175154766
3.1413231244,0.0000796932,0.5508021390,0.6256684492,0.0200585025
2.2078466533,0.0000977322,0.5508021390,0.6256684492,0.0186223596
1.8612195187,0.0001255407,0.5508021390,0.6256684492,0.0193786085
1.3495184954,0.0001332736,0.5508021390,0.6256684492,0.0170017267
1.0366894285,0.0001721687,0.5508021390,0.6256684492,0.0169368597
0.9290952125,0.0002432880,0.5508021390,0.6256684492,0.0190599599
0.7350379896,0.0002901348,0.5508021390,0.6256684492,0.0185134041
0.5434939779,0.0004052257,0.5508021390,0.6256684492,0.0188138358
0.4496292496,0.0005170730,0.5508021390,0.6256684492,0.0193301265
0.3289652458,0.0006550740,0.5508021390,0.6256684492,0.0186102275
0.2603323503,0.0008099272,0.5508021390,0.6256684492,0.0184085064
0.2205004986,0.0009930113,0.5508021390,0.6256684492,0.0187591587
0.1665024634,0.0012031163,0.5508021390,0.6256684492,0.0179430236
0.1203842382,0.0014005638,0.5508021390,0.6256684492,0.0164614374
0.0977698424,0.0019117017,0.5508021390,0.6256684492,0.0173318134
0.0888057790,0.0027606334,0.5508021390,0.6256684492,0.0198498151
0.0641379287,0.0031318295,0.5508021390,0.6256684492,0.0179675147
0.0504344892,0.0044404166,0.5508021390,0.6256684492,0.0189717397
0.0384362216,0.0053240123,0.5508021390,0.6256684492,0.0181351585
0.0299969754,0.0065996312,0.5508021390,0.6256684492,0.0178373384
0.0263042690,0.0085557218,0.5508021390,0.6256684492,0.0190183542
27.6953613597,0.0000090502,0.5508021390,0.6256684492,0.0200708211
17.4305513220,0.0000109742,0.5508021390,0.6256684492,0.0175337363
17.2931850024,0.0000145182,0.5508021390,0.6256684492,0.0200874774
13.3239407222,0.0000186805,0.5508021390,0.6256684492,0.0200005311
10.2946730885,0.0000220660,0.5508021390,0.6256684492,0.0191073259
7.7986930513,0.0000283418,0.5508021390,0.6256684492,0.0188475907
5.6418926589,0.0000339842,0.5508021390,0.6256684492,0.0175542686
5.2763557700,0.0000470398,0.5508021390,0.6256684492,0.0199724550
3.7330435003,0.0000581730,0.5508021390,0.6256684492,0.0186820142
3.0050418001,0.0000738952,0.5508021390,0.6256684492,0.0188914358
2.2857271935,0.0000846670,0.5508021390,0.6256684492,0.0176360310
1.7700779487,0.0001223749,0.5508021390,0.6256684492,0.0186583767
1.3606525950,0.0001474036,0.5508021390,0.6256684492,0.0179539166
1.1062212441,0.0001991668,0.5508021390,0.6256684492,0.0188174563
0.9043059104,0.0002484578,0.5508021390,0.6256684492,0.0190027087
0.6560945234,0.0002688388,0.5508021390,0.6256684492,0.0168368428
0.6207842320,0.0004028321,0.5508021390,0.6256684492,0.0200476686
0.4125557523,0.0004971212,0.5508021390,0.6256684492,0.0181553214
0.3655078761,0.0006441976,0.5508021390,0.6256684492,0.0194531270
0.2552292691,0.0007301667,0.5508021390,0.6256684492,0.0173064401
0.2105336660,0.0010570004,0.5508021390,0.6256684492,0.0189116678
0.1786344021,0.0011509811,0.5508021390,0.6256684492,0.0181780850
0.1352296383,0.0016458308,0.5508021390,0.6256684492,0.0189129824
0.1007478671,0.0019754530,0.5508021390,0.6256684492,0.0178847456
0.0838431708,0.0026050374,0.5508021390,0.6256684492,0.0187358033
0.0641966178,0.0031826423,0.5508021390,0.6256684492,0.0181209713
0.0469641546,0.0041072268,0.5508021390,0.6256684492,0.0176071508
0.0367810956,0.0047051210,0.5508021390,0.6256684492,0.0166774335
0.0325582879,0.0070746811,0.5508021390,0.6256684492,0.0192404711
0.0257662713,0.0090196422,0.5508021390,0.6256684492,0.0193264429
15.6826649503,0.0000054544,0.6256684492,0.5508021390,0.0117250841
11.8785228024,0.0000066658,0.6256684492,0.5508021390,0.0112808000
9.0621033271,0.0000085474,0.6256684492,0.5508021390,0.0111573819
8.1816125589,0.0000105991,0.6256684492,0.5508021390,0.0118055223
5.3016854352,0.0000134918,0.6256684492,0.5508021390,0.0107219498
4.4805978715,0.0000163311,0.6256684492,0.5508021390,0.0108444473
3.6840721446,0.0000212635,0.6256684492,0.5508021390,0.0112205316
2.9259694704,0.0000258245,0.6256684492,0.5508021390,0.0110200258
2.2841874634,0.0000320295,0.6256684492,0.5508021390,0.0108435706
1.7393609598,0.0000399391,0.6256684492,0.5508021390,0.0105663576
1.5593803109,0.0000558401,0.6256684492,0.5508021390,0.0118298866
0.9815300006,0.0000646958,0.6256684492,0.5508021390,0.0101023234
0.8505728937,0.0000844819,0.6256684492,0.5508021390,0.0107465506
0.6462732780,0.0001027809,0.6256684492,0.5508021390,0.0103322712
0.5137626282,0.0001434885,0.6256684492,0.5508021390,0.0108848224
0.4275172395,0.0001889932,0.6256684492,0.5508021390,0.0113954483
0.2915574783,0.0002191570,0.6256684492,0.5508021390,0.0101337750
0.2651089023,0.0003279556,0.6256684492,0.5508021390,0.0118209170
0.2287260767,0.0004248463,0.6256684492,0.5508021390,0.0124969847
0.1685367031,0.0004930781,0.6256684492,0.5508021390,0.0115567728
0.1387701645,0.0006177763,0.6256684492,0.5508021390,0.0117380284
0.0983049096,0.0007440830,0.6256684492,0.5508021390,0.0108425089
0.0736006047,0.0010083550,0.6256684492,0.5508021390,0.0109214150
0.0621183281,0.0012075825,0.6256684492,0.5508021390,0.0109799349
0.0519443926,0.0015531390,0.6256684492,0.5508021390,0.0113869127
0.0387943500,0.0020430028,0.6256684492,0.5508021390,0.0112862639
0.0346644014,0.0024407783,0.6256684492,0.5508021390,0.0116610458
0.0230108507,0.0029434633,0.6256684492,0.5508021390,0.0104334306
0.0192614403,0.0042010490,0.6256684492,0.5508021390,0.0114039352
0.0175449837,0.0055823665,0.6256684492,0.5508021390,0.0125463426
14.8830308868,0.0000046883,0.6256684492,0.5508021390,0.0105897466
13.5921610872,0.0000069176,0.6256684492,0.5508021390,0.0122928757
9.4388400656,0.0000082030,0.6256684492,0.5508021390,0.0111552210
7.2916954447,0.0000102741,0.6256684492,0.5508021390,0.0109728063
5.8202478296,0.0000127171,0.6256684492,0.5508021390,0.0109067526
4.7610762650,0.0000182172,0.6256684492,0.5508021390,0.0118065922
3.7966060418,0.0000210439,0.6256684492,0.5508021390,0.0113316401
2.6433829437,0.0000263524,0.6256684492,0.5508021390,0.0105808765
2.1672084629,0.0000321976,0.6256684492,0.5508021390,0.0105899338
