filename,dP_L,v,mu,rho,D,eps,f,Re,eps_rel,f_true,branch
moody_eps1.00e-06_Re1.10e+05,102.027627305851,1.0924161851278944,0.001,1000.0,0.1,1e-07,0.01709903222474061,109241.61851278944,1e-06,0.01766802043582666,colebrook
moody_eps1.00e-06_Re1.26e+05,128.88470222302595,1.2090584844085241,0.001,1000.0,0.1,1e-07,0.017633428051522015,120905.84844085241,1e-06,0.01730307232887222,colebrook
moody_eps1.00e-06_Re1.43e+05,183.0720722369225,1.453625589107599,0.001,1000.0,0.1,1e-07,0.017327941538502326,145362.5589107599,1e-06,0.016667880629090064,colebrook
moody_eps1.00e-06_Re1.62e+05,217.18695469034785,1.5879457688767675,0.001,1000.0,0.1,1e-07,0.01722631556350012,158794.57688767675,1e-06,0.016375150390788906,colebrook
moody_eps1.00e-06_Re1.85e+05,279.7776557499842,1.8310897328132287,0.001,1000.0,0.1,1e-07,0.01668874841257847,183108.97328132286,1e-06,0.015918826991092202,colebrook
moody_eps1.00e-06_Re2.10e+05,326.54292124477195,2.0730124634782614,0.001,1000.0,0.1,1e-07,0.015197300217803158,207301.24634782612,1e-06,0.015536347731388032,colebrook
moody_eps1.00e-06_Re2.39e+05,450.60878025431407,2.405922726794617,0.001,1000.0,0.1,1e-07,0.015569199954604382,240592.27267946166,1e-06,0.015094810484138183,colebrook
moody_eps1.00e-06_Re2.72e+05,538.9467074885962,2.728422884245286,0.001,1000.0,0.1,1e-07,0.014479462879029674,272842.2884245286,1e-06,0.014736054191601965,colebrook
moody_eps1.00e-06_Re3.09e+05,611.6209176900887,2.965691966105212,0.001,1000.0,0.1,1e-07,0.013907857886109806,296569.1966105212,1e-06,0.01450508971120222,colebrook
moody_eps1.00e-06_Re3.51e+05,916.8871654085514,3.5639909778023315,0.001,1000.0,0.1,1e-07,0.014436858414402457,356399.09778023313,1e-06,0.014014509103089958,colebrook
moody_eps1.00e-06_Re3.99e+05,1049.329494275495,3.9722201603113563,0.001,1000.0,0.1,1e-07,0.013300723129882272,397222.01603113563,1e-06,0.013736401462021122,colebrook
moody_eps1.00e-06_Re4.54e+05,1393.7078347112833,4.659456418533785,0.001,1000.0,0.1,1e-07,0.01283900089468842,465945.6418533785,1e-06,0.013341764480399376,colebrook
moody_eps1.00e-06_Re5.16e+05,1709.3819469220687,5.051923204643154,0.001,1000.0,0.1,1e-07,0.013395398204458356,505192.3204643154,1e-06,0.013148145141436826,colebrook
moody_eps1.00e-06_Re5.87e+05,1971.8968461123043,5.485511418806161,0.001,1000.0,0.1,1e-07,0.013106295067268129,548551.1418806161,1e-06,0.012955255893962863,colebrook
moody_eps1.00e-06_Re6.67e+05,2707.4885347609375,6.557561799059751,0.001,1000.0,0.1,1e-07,0.0125924964663388,655756.179905975,1e-06,0.012551280937431642,colebrook
moody_eps1.00e-06_Re7.59e+05,3528.7177837852814,7.570435186239958,0.001,1000.0,0.1,1e-07,0.012314172431934316,757043.5186239958,1e-06,0.012239732196303177,colebrook
moody_eps1.00e-06_Re8.63e+05,4522.3705509928095,8.809232117596988,0.001,1000.0,0.1,1e-07,0.011655208124564907,880923.2117596988,1e-06,0.011923416288519817,colebrook
moody_eps1.00e-06_Re9.81e+05,6224.3225559102675,10.237506624605302,0.001,1000.0,0.1,1e-07,0.011877736720885351,1023750.6624605303,1e-06,0.011621803784565603,colebrook
moody_eps1.00e-06_Re1.12e+06,7730.430469504541,11.440894041084226,0.001,1000.0,0.1,1e-07,0.011811736420449697,1144089.4041084226,1e-06,0.011406093494313199,colebrook
moody_eps1.00e-06_Re1.27e+06,9659.391333028218,12.987187804654429,0.001,1000.0,0.1,1e-07,0.011453797882436034,1298718.780465443,1e-06,0.011167402096408825,colebrook
moody_eps1.00e-06_Re1.44e+06,10982.572174026269,14.455240274029288,0.001,1000.0,0.1,1e-07,0.010511953519234963,1445524.0274029288,1e-06,0.010971667361439461,colebrook
moody_eps1.00e-06_Re1.64e+06,14017.892435662807,16.33306129813048,0.001,1000.0,0.1,1e-07,0.010509390629284356,1633306.129813048,1e-06,0.010754826626564648,colebrook
moody_eps1.00e-06_Re1.86e+06,17052.164869354205,17.86804589249408,0.001,1000.0,0.1,1e-07,0.010682069521887778,1786804.589249408,1e-06,0.010599565465852754,colebrook
moody_eps1.00e-06_Re2.12e+06,21782.744004515705,20.844565341977724,0.001,1000.0,0.1,1e-07,0.01002667403266351,2084456.5341977724,1e-06,0.010341274060724713,colebrook
moody_eps1.00e-06_Re2.41e+06,27950.664823584888,23.366730292524814,0.001,1000.0,0.1,1e-07,0.010238262171948747,2336673.029252481,1e-06,0.010156149489343107,colebrook
moody_eps1.00e-06_Re2.74e+06,39506.37380784483,27.71065335894182,0.001,1000.0,0.1,1e-07,0.010289721800389019,2771065.335894182,1e-06,0.009889482211067372,colebrook
moody_eps1.00e-06_Re3.12e+06,48644.77642721167,31.15867994666914,0.001,1000.0,0.1,1e-07,0.010020931808318203,3115867.994666914,1e-06,0.009712569713709538,colebrook
moody_eps1.00e-06_Re3.54e+06,66935.63221508043,36.967226842834634,0.001,1000.0,0.1,1e-07,0.009796109261444015,3696722.6842834633,1e-06,0.009463859904939595,colebrook
moody_eps1.00e-06_Re4.03e+06,69035.48827972294,37.5419214906594,0.001,1000.0,0.1,1e-07,0.009796465249806376,3754192.1490659397,1e-06,0.009441936721034758,colebrook
moody_eps1.00e-06_Re4.58e+06,99338.0037998295,46.29617990835448,0.001,1000.0,0.1,1e-07,0.009269474417049228,4629617.990835448,1e-06,0.00915237620579364,colebrook
moody_eps1.00e-06_Re5.21e+06,126117.72874604682,52.691870857232196,0.001,1000.0,0.1,1e-07,0.009084873806678339,5269187.085723219,1e-06,0.008981151438545406,colebrook
moody_eps1.00e-06_Re5.93e+06,156101.37174442344,59.82121191827708,0.001,1000.0,0.1,1e-07,0.008724213814479867,5982121.191827708,1e-06,0.008818658456936546,colebrook
moody_eps1.00e-06_Re6.74e+06,176416.9943265424,63.636190703544315,0.001,1000.0,0.1,1e-07,0.008712886666386234,6363619.070354432,1e-06,0.008741402077657235,colebrook
moody_eps1.00e-06_Re7.66e+06,246814.3802938976,74.78168231048195,0.001,1000.0,0.1,1e-07,0.008826936319170397,7478168.231048196,1e-06,0.008545485136879966,colebrook
moody_eps1.00e-06_Re8.71e+06,313158.7023031767,86.3557545253164,0.001,1000.0,0.1,1e-07,0.008398697012186365,8635575.452531641,1e-06,0.008377690798963548,colebrook
moody_eps1.00e-06_Re9.90e+06,378803.0657113624,96.55412950758377,0.001,1000.0,0.1,1e-07,0.008126466984030762,9655412.950758377,1e-06,0.008251912055825969,colebrook
moody_eps1.00e-06_Re1.13e+07,490060.94956916367,112.58398577149306,0.001,1000.0,0.1,1e-07,0.007732623292525465,11258398.577149305,1e-06,0.008084991370608984,colebrook
moody_eps1.00e-06_Re1.28e+07,660898.9695429308,129.22040941278107,0.001,1000.0,0.1,1e-07,0.007915946402387932,12922040.941278106,1e-06,0.007941176392318111,colebrook
moody_eps1.00e-06_Re1.46e+07,721855.2677983596,140.52436874466187,0.001,1000.0,0.1,1e-07,0.007311000938792333,14052436.874466186,1e-06,0.007856389719344749,colebrook
moody_eps1.00e-06_Re1.66e+07,1076217.0766312382,168.14010543859226,0.001,1000.0,0.1,1e-07,0.007613550691723458,16814010.543859225,1e-06,0.007681825133994967,colebrook
moody_eps1.00e-06_Re1.88e+07,1294006.2783347624,185.29687975261473,0.001,1000.0,0.1,1e-07,0.007537549317404562,18529687.975261472,1e-06,0.007591139742730728,colebrook
moody_eps1.00e-06_Re2.14e+07,1891561.0308595435,226.0615580076891,0.001,1000.0,0.1,1e-07,0.007402815423265196,22606155.800768908,1e-06,0.007413883710833531,colebrook
moody_eps1.00e-06_Re2.43e+07,2092910.8062838675,244.04805686947566,0.001,1000.0,0.1,1e-07,0.00702797176116957,24404805.686947566,1e-06,0.007348603817372484,colebrook
moody_eps1.00e-06_Re2.77e+07,3131620.4127296675,290.8013163372912,0.001,1000.0,0.1,1e-07,0.007406386550437466,29080131.63372912,1e-06,0.007205308426716847,colebrook
moody_eps1.00e-06_Re3.15e+07,3763990.153377372,324.95335993759926,0.001,1000.0,0.1,1e-07,0.00712912797254714,32495335.993759923,1e-06,0.007118939310056072,colebrook
moody_eps1.00e-06_Re3.58e+07,4806674.21490689,367.8321719546668,0.001,1000.0,0.1,1e-07,0.007105182872197974,36783217.19546668,1e-06,0.00702655184963575,colebrook
moody_eps1.00e-06_Re4.07e+07,5934857.21331158,414.45994119095565,0.001,1000.0,0.1,1e-07,0.0069099538736670275,41445994.119095564,1e-06,0.006941575397006809,colebrook
moody_eps1.00e-06_Re4.63e+07,6968654.164000648,442.66688443328394,0.001,1000.0,0.1,1e-07,0.007112541933794211,44266688.44332839,1e-06,0.0068963622662417,colebrook
moody_eps1.00e-06_Re5.26e+07,8343930.375123314,496.4282197496978,0.001,1000.0,0.1,1e-07,0.00677154462247083,49642821.97496978,1e-06,0.006820462726240784,colebrook
moody_eps1.00e-06_Re5.98e+07,11491229.523081211,594.5504256740784,0.001,1000.0,0.1,1e-07,0.006501582924371139,59455042.56740783,1e-06,0.0067082054983583755,colebrook
moody_eps1.00e-06_Re6.80e+07,15792870.226893336,692.8326054656129,0.001,1000.0,0.1,1e-07,0.0065801292851393415,69283260.54656129,1e-06,0.006619794216758432,colebrook
moody_eps1.00e-06_Re7.73e+07,19434636.795168884,763.36950519123,0.001,1000.0,0.1,1e-07,0.006670168583764187,76336950.519123,1e-06,0.00656695255620431,colebrook
moody_eps1.00e-06_Re8.79e+07,25472684.159231525,866.9700136876834,0.001,1000.0,0.1,1e-07,0.006777921789959753,86697001.36876833,1e-06,0.006501293356721086,colebrook
moody_eps1.00e-06_Re1.00e+08,32359553.099151336,1010.5994324572533,0.001,1000.0,0.1,1e-07,0.006336864354560035,101059943.24572532,1e-06,0.006427682506638773,colebrook
moody_eps1.32e-06_Re3.00e+02,0.008707655256363116,0.0028300215865678436,0.001,1000.0,0.1,1.3197340148878117e-07,0.21744615160710576,283.00215865678433,1.3197340148878116e-06,0.22614668490079287,laminar
moody_eps1.32e-06_Re3.41e+02,0.011260526927222493,0.0035242608632140753,0.001,1000.0,0.1,1.3197340148878117e-07,0.1813228827035576,352.4260863214075,1.3197340148878116e-06,0.18159836199421664,laminar
moody_eps1.32e-06_Re3.88e+02,0.012929013968520179,0.0038459689447310824,0.001,1000.0,0.1,1.3197340148878117e-07,0.1748170768920104,384.59689447310825,1.3197340148878116e-06,0.16640799995974748,laminar
moody_eps1.32e-06_Re4.41e+02,0.01334410135013291,0.0042439454403745145,0.001,1000.0,0.1,1.3197340148878117e-07,0.14817664026537997,424.3945440374514,1.3197340148878116e-06,0.15080306968873808,laminar
moody_eps1.32e-06_Re5.01e+02,0.016102743450139935,0.004944365917480936,0.001,1000.0,0.1,1.3197340148878117e-07,0.13173727060404855,494.4365917480936,1.3197340148878116e-06,0.12944025799896064,laminar
moody_eps1.32e-06_Re5.70e+02,0.01756172988950506,0.005589969450232466,0.001,1000.0,0.1,1.3197340148878117e-07,0.11240313390836432,558.9969450232466,1.3197340148878116e-06,0.11449078670248991,laminar
moody_eps1.32e-06_Re6.48e+02,0.02021066036248021,0.00617913883079271,0.001,1000.0,0.1,1.3197340148878117e-07,0.10586553429932771,617.9138830792709,1.3197340148878116e-06,0.1035743033981801,laminar
moody_eps1.32e-06_Re7.37e+02,0.023827267113042904,0.007553198338296359,0.001,1000.0,0.1,1.3197340148878117e-07,0.08352999420623901,755.319833829636,1.3197340148878116e-06,0.08473231753429017,laminar
moody_eps1.32e-06_Re8.38e+02,0.02593289023018669,0.008424470537144329,0.001,1000.0,0.1,1.3197340148878117e-07,0.07307951995026386,842.447053714433,1.3197340148878116e-06,0.07596916591709547,laminar
moody_eps1.32e-06_Re9.53e+02,0.03134418906933853,0.009398400872630436,0.001,1000.0,0.1,1.3197340148878117e-07,0.07097070243100376,939.8400872630435,1.3197340148878116e-06,0.06809669098748243,laminar
moody_eps1.32e-06_Re1.08e+03,0.037325662912488775,0.010883189917548839,0.001,1000.0,0.1,1.3197340148878117e-07,0.06302677849458722,1088.3189917548839,1.3197340148878116e-06,0.05880628794026813,laminar
moody_eps1.32e-06_Re1.23e+03,0.039194818043850506,0.012036999561784122,0.001,1000.0,0.1,1.3197340148878117e-07,0.054103101101480096,1203.6999561784123,1.3197340148878116e-06,0.053169396303038435,laminar
moody_eps1.32e-06_Re1.40e+03,0.04534566914315687,0.013932013594705993,0.001,1000.0,0.1,1.3197340148878117e-07,0.04672378657328509,1393.201359470599,1.3197340148878116e-06,0.04593736545327467,laminar
moody_eps1.32e-06_Re1.59e+03,0.050129344074704936,0.01593139483273347,0.001,1000.0,0.1,1.3197340148878117e-07,0.03950157532791847,1593.139483273347,1.3197340148878116e-06,0.04017225150211096,laminar
moody_eps1.32e-06_Re1.81e+03,0.06193373034012216,0.017653481851121536,0.001,1000.0,0.1,1.3197340148878117e-07,0.039746279633057865,1765.3481851121535,1.3197340148878116e-06,0.036253471433984594,laminar
moody_eps1.32e-06_Re2.06e+03,0.061913960912998986,0.020554804411918867,0.001,1000.0,0.1,1.3197340148878117e-07,0.02930838494544826,2055.4804411918867,1.3197340148878116e-06,0.03113627292064579,laminar
moody_eps1.32e-06_Re4.45e+03,0.37847380861380525,0.04367073271183463,0.001,1000.0,0.1,1.3197340148878117e-07,0.039690344546966225,4367.073271183463,1.3197340148878116e-06,0.038891151461566485,colebrook
moody_eps1.32e-06_Re5.06e+03,0.4848747416143896,0.04987846910841152,0.001,1000.0,0.1,1.3197340148878117e-07,0.03897923629722801,4987.846910841152,1.3197340148878116e-06,0.037420388975338836,colebrook
moody_eps1.32e-06_Re5.76e+03,0.6240104431561956,0.0593300040125759,0.001,1000.0,0.1,1.3197340148878117e-07,0.03545464148243512,5933.000401257589,1.3197340148878116e-06,0.03561704565773587,colebrook
moody_eps1.32e-06_Re6.55e+03,0.7030482774916844,0.0645429077655516,0.001,1000.0,0.1,1.3197340148878117e-07,0.03375344380976196,6454.29077655516,1.3197340148878116e-06,0.03478639914191752,colebrook
moody_eps1.32e-06_Re7.44e+03,0.8548755615660322,0.07288998424093213,0.001,1000.0,0.1,1.3197340148878117e-07,0.032180825843327515,7288.9984240932135,1.3197340148878116e-06,0.033634929543008035,colebrook
moody_eps1.32e-06_Re8.46e+03,1.2915528490613681,0.08775384175555744,0.001,1000.0,0.1,1.3197340148878117e-07,0.03354361776511769,8775.384175555742,1.3197340148878116e-06,0.03198047598599729,colebrook
moody_eps1.32e-06_Re9.62e+03,1.3064407478580409,0.09268189342979585,0.001,1000.0,0.1,1.3197340148878117e-07,0.030417948350134772,9268.189342979585,1.3197340148878116e-06,0.031515621064375055,colebrook
moody_eps1.32e-06_Re1.09e+04,1.5999837924706506,0.10377814852142489,0.001,1000.0,0.1,1.3197340148878117e-07,0.029712126979952878,10377.814852142488,1.3197340148878116e-06,0.030583813707967665,colebrook
moody_eps1.32e-06_Re1.24e+04,1.8554134444859356,0.11336063567091383,0.001,1000.0,0.1,1.3197340148878117e-07,0.028876606165182624,11336.063567091383,1.3197340148878116e-06,0.02988331090228756,colebrook
moody_eps1.32e-06_Re1.41e+04,2.992426106698489,0.14710186218085503,0.001,1000.0,0.1,1.3197340148878117e-07,0.027657765466002415,14710.186218085504,1.3197340148878116e-06,0.027946073678145177,colebrook
moody_eps1.32e-06_Re1.61e+04,3.644204294707091,0.16505997120878554,0.001,1000.0,0.1,1.3197340148878117e-07,0.02675156422133756,16505.997120878554,1.3197340148878116e-06,0.02714687718927395,colebrook
moody_eps1.32e-06_Re1.83e+04,4.886267105002117,0.19285620887047744,0.001,1000.0,0.1,1.3197340148878117e-07,0.026274832066050094,19285.620887047746,1.3197340148878116e-06,0.02611826781683898,colebrook
moody_eps1.32e-06_Re2.08e+04,5.868702805406108,0.20563819911186162,0.001,1000.0,0.1,1.3197340148878117e-07,0.027756488937882934,20563.81991118616,1.3197340148878116e-06,0.02571043466767122,colebrook
moody_eps1.32e-06_Re2.37e+04,6.58759837588757,0.23422864194115978,0.001,1000.0,0.1,1.3197340148878117e-07,0.024014696852336172,23422.864194115977,1.3197340148878116e-06,0.02491083158420327,colebrook
moody_eps1.32e-06_Re2.69e+04,8.799101797566221,0.27057321151989316,0.001,1000.0,0.1,1.3197340148878117e-07,0.024038022916510766,27057.321151989316,1.3197340148878116e-06,0.02406604476318828,colebrook
moody_eps1.32e-06_Re3.06e+04,11.2524492440625,0.315743024342685,0.001,1000.0,0.1,1.3197340148878117e-07,0.022574052422486106,31574.3024342685,1.3197340148878116e-06,0.02320691144726265,colebrook
moody_eps1.32e-06_Re3.48e+04,14.688025488236475,0.35621481360064344,0.001,1000.0,0.1,1.3197340148878117e-07,0.023150984323172506,35621.48136006435,1.3197340148878116e-06,0.022566236857461907,colebrook
moody_eps1.32e-06_Re3.95e+04,16.70238351218495,0.38753855826141503,0.001,1000.0,0.1,1.3197340148878117e-07,0.02224224440944622,38753.8558261415,1.3197340148878116e-06,0.02213358330851206,colebrook
moody_eps1.32e-06_Re4.50e+04,22.19948241988097,0.438507505055615,0.001,1000.0,0.1,1.3197340148878117e-07,0.02308972621043732,43850.7505055615,1.3197340148878116e-06,0.02152066257424708,colebrook
moody_eps1.32e-06_Re5.11e+04,25.81443790176052,0.5005106196774026,0.001,1000.0,0.1,1.3197340148878117e-07,0.02060943449603934,50051.061967740265,1.3197340148878116e-06,0.02089147517725907,colebrook
moody_eps1.32e-06_Re5.81e+04,31.92180426221474,0.5629728373737601,0.001,1000.0,0.1,1.3197340148878117e-07,0.020143852994091677,56297.28373737601,1.3197340148878116e-06,0.020354109199690457,colebrook
moody_eps1.32e-06_Re6.61e+04,43.911954632385495,0.6608215003175973,0.001,1000.0,0.1,1.3197340148878117e-07,0.020111498711137824,66082.15003175974,1.3197340148878116e-06,0.01965355135683219,colebrook
moody_eps1.32e-06_Re7.52e+04,51.95701616847889,0.7378930960214718,0.001,1000.0,0.1,1.3197340148878117e-07,0.019084786409527214,73789.30960214719,1.3197340148878116e-06,0.019191447044624492,colebrook
moody_eps1.32e-06_Re8.55e+04,61.40291272866996,0.8189904260904884,0.001,1000.0,0.1,1.3197340148878117e-07,0.018308860629607175,81899.04260904885,1.3197340148878116e-06,0.018769011715718088,colebrook
moody_eps1.32e-06_Re9.72e+04,102.26265176028147,1.055420790181455,0.001,1000.0,0.1,1.3197340148878117e-07,0.018360975711565964,105542.07901814548,1.3197340148878116e-06,0.017796293964179113,colebrook
moody_eps1.32e-06_Re1.10e+05,99.11024077504294,1.0792605282208065,0.001,1000.0,0.1,1.3197340148878117e-07,0.017017507044356655,107926.05282208066,1.3197340148878116e-06,0.017714164212129846,colebrook
moody_eps1.32e-06_Re1.26e+05,128.4755907775579,1.2200658890890657,0.001,1000.0,0.1,1.3197340148878117e-07,0.017261719245308716,122006.58890890656,1.3197340148878116e-06,0.01727295554660118,colebrook
moody_eps1.32e-06_Re1.43e+05,167.227766487525,1.4299903574073707,0.001,1000.0,0.1,1.3197340148878117e-07,0.016355814149151406,142999.03574073708,1.3197340148878116e-06,0.016725161423737946,colebrook
moody_eps1.32e-06_Re1.62e+05,209.38303028973766,1.562804793423306,0.001,1000.0,0.1,1.3197340148878117e-07,0.017145967936729425,156280.4793423306,1.3197340148878116e-06,0.01642971663478518,colebrook
moody_eps1.32e-06_Re1.85e+05,274.69580950618564,1.8721424435653713,0.001,1000.0,0.1,1.3197340148878117e-07,0.015674880958441592,187214.24435653712,1.3197340148878116e-06,0.015852013591371183,colebrook
moody_eps1.32e-06_Re2.10e+05,332.42085849590353,2.086246638872835,0.001,1000.0,0.1,1.3197340148878117e-07,0.015275202011647001,208624.6638872835,1.3197340148878116e-06,0.015519800242961724,colebrook
moody_eps1.32e-06_Re2.39e+05,368.9328868005231,2.1866235052333804,0.001,1000.0,0.1,1.3197340148878117e-07,0.015432253235121214,218662.35052333807,1.3197340148878116e-06,0.015378798350937462,colebrook
